State ID,State,Investment Type,Year,Country ID,Country,Investment
1,Aguascalientes,Nuevas inversiones,2009,esp,Spain,27.642942428588867
1,Aguascalientes,Nuevas inversiones,2009,gbr,United Kingdom,0.13123099505901337
1,Aguascalientes,Nuevas inversiones,2009,jpn,Japan,315.17193603515625
1,Aguascalientes,Nuevas inversiones,2009,usa,United States,121.95796966552734
1,Aguascalientes,Nuevas inversiones,2010,deu,Germany,-32.725685119628906
1,Aguascalientes,Nuevas inversiones,2010,esp,Spain,4.310760974884033
1,Aguascalientes,Nuevas inversiones,2010,fra,France,30.53057861328125
1,Aguascalientes,Nuevas inversiones,2010,gbr,United Kingdom,12.495787620544434
1,Aguascalientes,Nuevas inversiones,2010,ita,Italy,0.09683000296354294
1,Aguascalientes,Nuevas inversiones,2010,jpn,Japan,2.6515839099884033
1,Aguascalientes,Nuevas inversiones,2010,nld,Netherlands,0.07491700351238251
1,Aguascalientes,Nuevas inversiones,2010,pri,Puerto Rico,0.004532000049948692
1,Aguascalientes,Nuevas inversiones,2010,usa,United States,38.96354293823242
1,Aguascalientes,Nuevas inversiones,2011,can,Canada,0.002971000038087368
1,Aguascalientes,Nuevas inversiones,2011,col,Colombia,18.571727752685547
1,Aguascalientes,Nuevas inversiones,2011,esp,Spain,5.589369773864746
1,Aguascalientes,Nuevas inversiones,2011,fra,France,-1.5768100023269653
1,Aguascalientes,Nuevas inversiones,2011,ita,Italy,0.7350170612335205
1,Aguascalientes,Nuevas inversiones,2011,jpn,Japan,3.6022589206695557
1,Aguascalientes,Nuevas inversiones,2011,nld,Netherlands,0.06410100311040878
1,Aguascalientes,Nuevas inversiones,2011,usa,United States,-34.2692756652832
1,Aguascalientes,Nuevas inversiones,2012,can,Canada,0.005119999870657921
1,Aguascalientes,Nuevas inversiones,2012,col,Colombia,8.348994255065918
1,Aguascalientes,Nuevas inversiones,2012,esp,Spain,-0.6839560270309448
1,Aguascalientes,Nuevas inversiones,2012,jpn,Japan,69.6992416381836
1,Aguascalientes,Nuevas inversiones,2012,kor,South Korea,2.041558027267456
1,Aguascalientes,Nuevas inversiones,2012,usa,United States,1.6876640319824219
1,Aguascalientes,Nuevas inversiones,2013,can,Canada,-3.5761709213256836
1,Aguascalientes,Nuevas inversiones,2013,col,Colombia,0.008679999969899654
1,Aguascalientes,Nuevas inversiones,2013,esp,Spain,-1.4890819787979126
1,Aguascalientes,Nuevas inversiones,2013,ita,Italy,-4.113072872161865
1,Aguascalientes,Nuevas inversiones,2013,jpn,Japan,87.06216430664063
1,Aguascalientes,Nuevas inversiones,2013,nld,Netherlands,2.381047487258911
1,Aguascalientes,Nuevas inversiones,2013,usa,United States,17.201305389404297
1,Aguascalientes,Nuevas inversiones,2014,deu,Germany,2.306864023208618
1,Aguascalientes,Nuevas inversiones,2014,esp,Spain,3.2126007080078125
