State ID,State,Year,Sector ID,Sector,Investment
9,Ciudad de México,2020,71,"Leisure and Cultural Services, Sports, and other Recreational Services",-20.469066619873047
9,Ciudad de México,2020,72,Temporary Accommodation and Food Preparation and Drinks,117.70069885253906
9,Ciudad de México,2020,81,Other Services except Government Activities,29.41250991821289
9,Ciudad de México,2021,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",-8.620721817016602
9,Ciudad de México,2021,21,Mining,730.2748413085938
9,Ciudad de México,2021,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-8.369832038879395
9,Ciudad de México,2021,23,Building,147.78070068359375
9,Ciudad de México,2021,31-33,Manufacturing Industries,641.0624046325684
9,Ciudad de México,2021,43,To the Wholesale Trade,398.3127746582031
9,Ciudad de México,2021,46,Retail Trade,244.7279052734375
9,Ciudad de México,2021,48-49,Transportation and Storage,117.75348079326795
9,Ciudad de México,2021,51,Mass Media Information,125.98507690429688
9,Ciudad de México,2021,52,Financial and Insurance Services,2375.825439453125
9,Ciudad de México,2021,53,Real Estate and Rental Services of Furniture and Intangible Assets,247.35423278808594
9,Ciudad de México,2021,54,"Services Professionals, Scientists and Technicals",197.95401000976563
9,Ciudad de México,2021,56,Support Services to Business and Waste Management and Waste and Remediation Services,114.13465881347656
9,Ciudad de México,2021,61,Educational Services,24.099483489990234
9,Ciudad de México,2021,62,Health and Social Assistance Services,8.873631477355957
9,Ciudad de México,2021,71,"Leisure and Cultural Services, Sports, and other Recreational Services",58.39389419555664
9,Ciudad de México,2021,72,Temporary Accommodation and Food Preparation and Drinks,18.920408248901367
9,Ciudad de México,2021,81,Other Services except Government Activities,21.208158493041992
9,Ciudad de México,2022,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",0.19762906432151794
9,Ciudad de México,2022,21,Mining,306.822265625
9,Ciudad de México,2022,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",37.206329345703125
9,Ciudad de México,2022,23,Building,80.67036437988281
9,Ciudad de México,2022,31-33,Manufacturing Industries,1725.9834671020508
9,Ciudad de México,2022,43,To the Wholesale Trade,236.17092895507813
9,Ciudad de México,2022,46,Retail Trade,99.14037322998047
9,Ciudad de México,2022,48-49,Transportation and Storage,950.5659580230713
9,Ciudad de México,2022,51,Mass Media Information,4551.5771484375
9,Ciudad de México,2022,52,Financial and Insurance Services,1720.0198974609375
9,Ciudad de México,2022,53,Real Estate and Rental Services of Furniture and Intangible Assets,163.2398223876953
9,Ciudad de México,2022,54,"Services Professionals, Scientists and Technicals",285.67974853515625
9,Ciudad de México,2022,56,Support Services to Business and Waste Management and Waste and Remediation Services,108.65375518798828
9,Ciudad de México,2022,61,Educational Services,24.42548179626465
9,Ciudad de México,2022,62,Health and Social Assistance Services,-18.200889587402344
9,Ciudad de México,2022,71,"Leisure and Cultural Services, Sports, and other Recreational Services",18.6451473236084
9,Ciudad de México,2022,72,Temporary Accommodation and Food Preparation and Drinks,3.0881845951080322
9,Ciudad de México,2022,81,Other Services except Government Activities,2.449756383895874
10,Durango,1999,21,Mining,0.40143200755119324
10,Durango,1999,31-33,Manufacturing Industries,15.56606674194336
10,Durango,1999,43,To the Wholesale Trade,18.348711013793945
10,Durango,1999,46,Retail Trade,1.313755989074707
10,Durango,1999,48-49,Transportation and Storage,15.021134376525879
10,Durango,1999,51,Mass Media Information,-0.18806099891662598
10,Durango,1999,52,Financial and Insurance Services,0.2910119891166687
10,Durango,1999,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.018163999542593956
10,Durango,1999,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.36201000213623047
10,Durango,2000,21,Mining,0.3203270137310028
10,Durango,2000,31-33,Manufacturing Industries,36.10593557357788
10,Durango,2000,43,To the Wholesale Trade,40.44548797607422
10,Durango,2000,46,Retail Trade,3.4003028869628906
10,Durango,2000,48-49,Transportation and Storage,2.8384649753570557
10,Durango,2000,51,Mass Media Information,-18.775684356689453
10,Durango,2000,52,Financial and Insurance Services,11.258856773376465
10,Durango,2000,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.2791549861431122
10,Durango,2000,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.035964999347925186
10,Durango,2000,72,Temporary Accommodation and Food Preparation and Drinks,0.06441199779510498
10,Durango,2001,21,Mining,1.0071769952774048
10,Durango,2001,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",199.38763427734375
10,Durango,2001,23,Building,0.11542099714279175
10,Durango,2001,31-33,Manufacturing Industries,-8.719000935554504
10,Durango,2001,43,To the Wholesale Trade,1.8881930112838745
10,Durango,2001,46,Retail Trade,7.775485038757324
10,Durango,2001,48-49,Transportation and Storage,4.515082836151123
10,Durango,2001,51,Mass Media Information,14.284914016723633
10,Durango,2001,52,Financial and Insurance Services,68.5416488647461
10,Durango,2001,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.0003499999875202775
10,Durango,2001,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.02579900063574314
10,Durango,2001,72,Temporary Accommodation and Food Preparation and Drinks,-0.1353760063648224
10,Durango,2002,21,Mining,26.274478912353516
10,Durango,2002,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",15.49893569946289
10,Durango,2002,23,Building,0.00008299999899463728
10,Durango,2002,31-33,Manufacturing Industries,59.315128326416016
10,Durango,2002,43,To the Wholesale Trade,0.7593039870262146
10,Durango,2002,46,Retail Trade,2.959726095199585
10,Durango,2002,48-49,Transportation and Storage,2.054888963699341
10,Durango,2002,51,Mass Media Information,49.53811264038086
10,Durango,2002,52,Financial and Insurance Services,15.782755851745605
10,Durango,2002,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.20097100734710693
10,Durango,2002,54,"Services Professionals, Scientists and Technicals",0.00571900000795722
10,Durango,2002,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.0029909999575465918
10,Durango,2002,72,Temporary Accommodation and Food Preparation and Drinks,0.1274469941854477
10,Durango,2003,21,Mining,-1.6387939453125
10,Durango,2003,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",15.827710151672363
10,Durango,2003,23,Building,0.0003499999875202775
10,Durango,2003,31-33,Manufacturing Industries,241.5623960494995
10,Durango,2003,43,To the Wholesale Trade,10.669249534606934
10,Durango,2003,46,Retail Trade,3.3126718997955322
10,Durango,2003,48-49,Transportation and Storage,2.2362799644470215
10,Durango,2003,51,Mass Media Information,28.111591339111328
10,Durango,2003,52,Financial and Insurance Services,6.2281107902526855
10,Durango,2003,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.01116700004786253
10,Durango,2003,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.07080800086259842
10,Durango,2003,72,Temporary Accommodation and Food Preparation and Drinks,0.016637999564409256
10,Durango,2004,21,Mining,13.481934547424316
10,Durango,2004,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-228.68104553222656
10,Durango,2004,23,Building,0.0034020000603049994
10,Durango,2004,31-33,Manufacturing Industries,58.666645526885986
10,Durango,2004,43,To the Wholesale Trade,2.163628101348877
10,Durango,2004,46,Retail Trade,4.0564069747924805
10,Durango,2004,48-49,Transportation and Storage,1.076990008354187
10,Durango,2004,51,Mass Media Information,21.165313720703125
10,Durango,2004,52,Financial and Insurance Services,35.618751525878906
10,Durango,2004,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.18753400444984436
10,Durango,2004,54,"Services Professionals, Scientists and Technicals",0.02958800084888935
10,Durango,2004,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.15952199697494507
10,Durango,2004,72,Temporary Accommodation and Food Preparation and Drinks,1.2304450273513794
10,Durango,2005,21,Mining,-6.073159217834473
10,Durango,2005,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",26.468406677246094
10,Durango,2005,23,Building,0.2354779988527298
10,Durango,2005,31-33,Manufacturing Industries,27.21961784362793
10,Durango,2005,43,To the Wholesale Trade,1.3363829851150513
10,Durango,2005,46,Retail Trade,5.405994892120361
10,Durango,2005,48-49,Transportation and Storage,0.24267399311065674
10,Durango,2005,51,Mass Media Information,18.15835952758789
10,Durango,2005,52,Financial and Insurance Services,3.557671070098877
10,Durango,2005,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.20787400007247925
10,Durango,2005,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.13208800554275513
10,Durango,2005,72,Temporary Accommodation and Food Preparation and Drinks,-0.260686993598938
10,Durango,2006,21,Mining,31.401771545410156
10,Durango,2006,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-59.02245330810547
10,Durango,2006,23,Building,0.6855700016021729
10,Durango,2006,31-33,Manufacturing Industries,7.985668867826462
10,Durango,2006,43,To the Wholesale Trade,0.9009960293769836
10,Durango,2006,46,Retail Trade,1.3723180294036865
10,Durango,2006,48-49,Transportation and Storage,1.0435550212860107
10,Durango,2006,51,Mass Media Information,6.61711311340332
10,Durango,2006,52,Financial and Insurance Services,13.115737915039063
10,Durango,2006,53,Real Estate and Rental Services of Furniture and Intangible Assets,5.041162967681885
10,Durango,2006,56,Support Services to Business and Waste Management and Waste and Remediation Services,1.6112300157546997
10,Durango,2006,72,Temporary Accommodation and Food Preparation and Drinks,0.01883699931204319
10,Durango,2007,21,Mining,204.02699279785156
10,Durango,2007,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",94.95732116699219
10,Durango,2007,23,Building,0.006814999971538782
10,Durango,2007,31-33,Manufacturing Industries,57.980578899383545
10,Durango,2007,43,To the Wholesale Trade,0.7019019722938538
10,Durango,2007,46,Retail Trade,6.967875957489014
10,Durango,2007,48-49,Transportation and Storage,19.015274047851563
10,Durango,2007,51,Mass Media Information,7.15670919418335
10,Durango,2007,52,Financial and Insurance Services,17.04448890686035
10,Durango,2007,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.011959999799728394
10,Durango,2007,54,"Services Professionals, Scientists and Technicals",0.06128000095486641
10,Durango,2007,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.0004450000124052167
10,Durango,2007,71,"Leisure and Cultural Services, Sports, and other Recreational Services",11.626069068908691
10,Durango,2007,72,Temporary Accommodation and Food Preparation and Drinks,2.0474328994750977
10,Durango,2008,21,Mining,144.46572875976563
10,Durango,2008,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",292.5389404296875
10,Durango,2008,31-33,Manufacturing Industries,11.026687622070313
10,Durango,2008,43,To the Wholesale Trade,-3.867885112762451
10,Durango,2008,46,Retail Trade,8.053825378417969
10,Durango,2008,48-49,Transportation and Storage,5.902106761932373
10,Durango,2008,51,Mass Media Information,9.828368186950684
10,Durango,2008,52,Financial and Insurance Services,20.101608276367188
10,Durango,2008,53,Real Estate and Rental Services of Furniture and Intangible Assets,2.5458829402923584
10,Durango,2008,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.06712699681520462
10,Durango,2008,72,Temporary Accommodation and Food Preparation and Drinks,-1.627289056777954
10,Durango,2009,21,Mining,78.99250793457031
10,Durango,2009,23,Building,1.3283499479293823
10,Durango,2009,31-33,Manufacturing Industries,8.257495701313019
10,Durango,2009,43,To the Wholesale Trade,9.720102310180664
10,Durango,2009,46,Retail Trade,6.6029181480407715
10,Durango,2009,48-49,Transportation and Storage,2.9137771129608154
10,Durango,2009,51,Mass Media Information,4.792332172393799
10,Durango,2009,52,Financial and Insurance Services,12.303980827331543
10,Durango,2009,53,Real Estate and Rental Services of Furniture and Intangible Assets,2.3934431076049805
10,Durango,2009,56,Support Services to Business and Waste Management and Waste and Remediation Services,-0.027340000495314598
10,Durango,2009,72,Temporary Accommodation and Food Preparation and Drinks,0.007445999886840582
10,Durango,2010,21,Mining,269.6529235839844
10,Durango,2010,23,Building,0.4868760108947754
10,Durango,2010,31-33,Manufacturing Industries,52.261090099811554
10,Durango,2010,43,To the Wholesale Trade,1.1107555627822876
10,Durango,2010,46,Retail Trade,20.75567626953125
10,Durango,2010,48-49,Transportation and Storage,5.236945152282715
10,Durango,2010,51,Mass Media Information,32.54964828491211
10,Durango,2010,52,Financial and Insurance Services,6.496255874633789
10,Durango,2010,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.11522500216960907
10,Durango,2010,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.03594600036740303
10,Durango,2010,72,Temporary Accommodation and Food Preparation and Drinks,0.6797950267791748
10,Durango,2011,21,Mining,18.180862426757813
10,Durango,2011,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",47.36272430419922
10,Durango,2011,23,Building,-0.009744999930262566
10,Durango,2011,31-33,Manufacturing Industries,94.0278263092041
10,Durango,2011,43,To the Wholesale Trade,0.6995429992675781
10,Durango,2011,46,Retail Trade,17.454883575439453
10,Durango,2011,48-49,Transportation and Storage,34.41202926635742
10,Durango,2011,51,Mass Media Information,1.0223400592803955
10,Durango,2011,52,Financial and Insurance Services,8.43850040435791
10,Durango,2011,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.08593899756669998
10,Durango,2011,54,"Services Professionals, Scientists and Technicals",-0.000003000000106112566
10,Durango,2011,56,Support Services to Business and Waste Management and Waste and Remediation Services,3.232456922531128
10,Durango,2011,71,"Leisure and Cultural Services, Sports, and other Recreational Services",2.5293660163879395
10,Durango,2011,72,Temporary Accommodation and Food Preparation and Drinks,0.9283620119094849
10,Durango,2012,21,Mining,86.77272033691406
10,Durango,2012,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",42.495452880859375
10,Durango,2012,23,Building,2.4159579277038574
10,Durango,2012,31-33,Manufacturing Industries,21.853989124298096
10,Durango,2012,43,To the Wholesale Trade,0.11972758173942566
10,Durango,2012,46,Retail Trade,10.01272964477539
10,Durango,2012,48-49,Transportation and Storage,87.92078399658203
10,Durango,2012,51,Mass Media Information,6.543828010559082
10,Durango,2012,52,Financial and Insurance Services,7.891188144683838
10,Durango,2012,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.1638440042734146
10,Durango,2012,54,"Services Professionals, Scientists and Technicals",0.8936470150947571
10,Durango,2012,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.5462669730186462
10,Durango,2012,72,Temporary Accommodation and Food Preparation and Drinks,0.669929027557373
10,Durango,2013,21,Mining,285.1060791015625
10,Durango,2013,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",0.5880159735679626
10,Durango,2013,23,Building,2.996187686920166
10,Durango,2013,31-33,Manufacturing Industries,65.89975881576538
10,Durango,2013,43,To the Wholesale Trade,35.39845657348633
10,Durango,2013,46,Retail Trade,6.706264972686768
10,Durango,2013,48-49,Transportation and Storage,57.27777862548828
10,Durango,2013,51,Mass Media Information,24.623170852661133
10,Durango,2013,52,Financial and Insurance Services,3.1630489826202393
10,Durango,2013,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.5268673896789551
10,Durango,2013,54,"Services Professionals, Scientists and Technicals",0.17059500515460968
10,Durango,2013,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.0120430001989007
10,Durango,2013,72,Temporary Accommodation and Food Preparation and Drinks,0.01852799952030182
10,Durango,2014,21,Mining,62.14271926879883
10,Durango,2014,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",17.95363426208496
10,Durango,2014,23,Building,-2.1862196922302246
10,Durango,2014,31-33,Manufacturing Industries,19.853321075439453
10,Durango,2014,43,To the Wholesale Trade,10.49334716796875
10,Durango,2014,46,Retail Trade,10.587185859680176
10,Durango,2014,48-49,Transportation and Storage,-28.14974021911621
10,Durango,2014,51,Mass Media Information,-35.23672866821289
10,Durango,2014,52,Financial and Insurance Services,20.50568962097168
10,Durango,2014,53,Real Estate and Rental Services of Furniture and Intangible Assets,79.7726058959961
10,Durango,2014,72,Temporary Accommodation and Food Preparation and Drinks,0.1747852861881256
10,Durango,2015,21,Mining,-37.804561614990234
10,Durango,2015,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",24.694108963012695
10,Durango,2015,31-33,Manufacturing Industries,164.75420379638672
10,Durango,2015,43,To the Wholesale Trade,44.6829719543457
10,Durango,2015,46,Retail Trade,11.739982604980469
10,Durango,2015,48-49,Transportation and Storage,-1.2131586074829102
10,Durango,2015,51,Mass Media Information,7.699953079223633
10,Durango,2015,52,Financial and Insurance Services,11.793649673461914
10,Durango,2015,53,Real Estate and Rental Services of Furniture and Intangible Assets,3.037569761276245
10,Durango,2015,54,"Services Professionals, Scientists and Technicals",1.4279645681381226
10,Durango,2015,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.3011249899864197
10,Durango,2016,21,Mining,82.35449981689453
10,Durango,2016,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",79.61161041259766
10,Durango,2016,31-33,Manufacturing Industries,62.98218822479248
10,Durango,2016,43,To the Wholesale Trade,3.4914138317108154
10,Durango,2016,46,Retail Trade,8.097136497497559
10,Durango,2016,48-49,Transportation and Storage,17.710973739624023
10,Durango,2016,51,Mass Media Information,11.02750015258789
10,Durango,2016,52,Financial and Insurance Services,10.977655410766602
10,Durango,2016,56,Support Services to Business and Waste Management and Waste and Remediation Services,-0.17750300467014313
10,Durango,2017,21,Mining,28.830533981323242
10,Durango,2017,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",2.1150155067443848
10,Durango,2017,31-33,Manufacturing Industries,60.87100028991699
10,Durango,2017,43,To the Wholesale Trade,1.846914529800415
10,Durango,2017,46,Retail Trade,8.469132423400879
10,Durango,2017,48-49,Transportation and Storage,7.829016290605068
10,Durango,2017,51,Mass Media Information,11.807588577270508
10,Durango,2017,52,Financial and Insurance Services,7.166236400604248
10,Durango,2017,54,"Services Professionals, Scientists and Technicals",0.43445175886154175
10,Durango,2017,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.3946661055088043
10,Durango,2018,21,Mining,269.8556823730469
10,Durango,2018,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",34.36140823364258
10,Durango,2018,31-33,Manufacturing Industries,12.5719575881958
10,Durango,2018,43,To the Wholesale Trade,34.61412048339844
10,Durango,2018,46,Retail Trade,6.456670761108398
10,Durango,2018,48-49,Transportation and Storage,2.3197288513183594
10,Durango,2018,51,Mass Media Information,15.331933975219727
10,Durango,2018,52,Financial and Insurance Services,10.377443313598633
10,Durango,2018,54,"Services Professionals, Scientists and Technicals",-0.10049062967300415
10,Durango,2019,21,Mining,32.304969787597656
10,Durango,2019,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",2.728229522705078
10,Durango,2019,31-33,Manufacturing Industries,67.53653573989868
10,Durango,2019,48-49,Transportation and Storage,33.71370315551758
10,Durango,2019,51,Mass Media Information,14.881745338439941
10,Durango,2019,52,Financial and Insurance Services,21.812358856201172
10,Durango,2019,54,"Services Professionals, Scientists and Technicals",0.2214040458202362
10,Durango,2020,21,Mining,505.0572204589844
10,Durango,2020,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",35.691497802734375
10,Durango,2020,23,Building,-123.27622985839844
10,Durango,2020,31-33,Manufacturing Industries,10.912956714630127
10,Durango,2020,43,To the Wholesale Trade,-4.552806377410889
10,Durango,2020,46,Retail Trade,6.030364513397217
10,Durango,2020,48-49,Transportation and Storage,1.8784008026123047
10,Durango,2020,51,Mass Media Information,18.232778549194336
10,Durango,2020,52,Financial and Insurance Services,30.942882537841797
10,Durango,2020,54,"Services Professionals, Scientists and Technicals",0.5401042103767395
10,Durango,2021,21,Mining,428.1284484863281
10,Durango,2021,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",22.18578338623047
10,Durango,2021,23,Building,29.8389949798584
10,Durango,2021,31-33,Manufacturing Industries,-52.44928789138794
10,Durango,2021,43,To the Wholesale Trade,-16.962970733642578
10,Durango,2021,46,Retail Trade,5.5768046379089355
10,Durango,2021,48-49,Transportation and Storage,-0.6947711110115051
10,Durango,2021,51,Mass Media Information,1.972703456878662
10,Durango,2021,52,Financial and Insurance Services,25.643983840942383
10,Durango,2021,54,"Services Professionals, Scientists and Technicals",0.2246152013540268
10,Durango,2022,21,Mining,158.6711883544922
10,Durango,2022,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",78.2469711303711
10,Durango,2022,31-33,Manufacturing Industries,55.92101067304611
10,Durango,2022,43,To the Wholesale Trade,0.08336268365383148
10,Durango,2022,46,Retail Trade,5.429039478302002
10,Durango,2022,48-49,Transportation and Storage,1.790871024131775
10,Durango,2022,51,Mass Media Information,-33.76921844482422
10,Durango,2022,52,Financial and Insurance Services,15.786009788513184
10,Durango,2022,54,"Services Professionals, Scientists and Technicals",3.588489532470703
11,Guanajuato,1999,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",0.1828330010175705
11,Guanajuato,1999,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",4.506374835968018
11,Guanajuato,1999,23,Building,0.031890999525785446
11,Guanajuato,1999,31-33,Manufacturing Industries,259.7770400047302
11,Guanajuato,1999,43,To the Wholesale Trade,8.101716995239258
11,Guanajuato,1999,46,Retail Trade,3.1128430366516113
11,Guanajuato,1999,48-49,Transportation and Storage,15.460980415344238
11,Guanajuato,1999,51,Mass Media Information,1.553536057472229
11,Guanajuato,1999,52,Financial and Insurance Services,2.4778130054473877
11,Guanajuato,1999,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.1732030063867569
11,Guanajuato,1999,54,"Services Professionals, Scientists and Technicals",2.9005119800567627
11,Guanajuato,1999,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.059324000030756
11,Guanajuato,1999,72,Temporary Accommodation and Food Preparation and Drinks,1.8261150121688843
11,Guanajuato,2000,21,Mining,-1.3234540224075317
11,Guanajuato,2000,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",2.4565610885620117
11,Guanajuato,2000,31-33,Manufacturing Industries,299.74735260009766
11,Guanajuato,2000,43,To the Wholesale Trade,4.444346904754639
11,Guanajuato,2000,46,Retail Trade,17.15129852294922
11,Guanajuato,2000,48-49,Transportation and Storage,0.05978100001811981
11,Guanajuato,2000,51,Mass Media Information,-83.25840759277344
11,Guanajuato,2000,52,Financial and Insurance Services,65.16275024414063
11,Guanajuato,2000,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.5726280212402344
11,Guanajuato,2000,54,"Services Professionals, Scientists and Technicals",0.3807240128517151
11,Guanajuato,2000,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.3440060019493103
11,Guanajuato,2000,72,Temporary Accommodation and Food Preparation and Drinks,0.3009229898452759
11,Guanajuato,2001,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",1.7099460363388062
11,Guanajuato,2001,21,Mining,2.1582109928131104
11,Guanajuato,2001,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",10.616641998291016
11,Guanajuato,2001,23,Building,0.7813699841499329
11,Guanajuato,2001,31-33,Manufacturing Industries,302.97261369228363
11,Guanajuato,2001,43,To the Wholesale Trade,37.39470672607422
11,Guanajuato,2001,46,Retail Trade,22.033231735229492
11,Guanajuato,2001,48-49,Transportation and Storage,0.514352023601532
11,Guanajuato,2001,51,Mass Media Information,78.72087860107422
11,Guanajuato,2001,52,Financial and Insurance Services,402.04473876953125
11,Guanajuato,2001,53,Real Estate and Rental Services of Furniture and Intangible Assets,-0.21468499302864075
11,Guanajuato,2001,54,"Services Professionals, Scientists and Technicals",0.20324300229549408
11,Guanajuato,2001,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.15742500126361847
11,Guanajuato,2001,72,Temporary Accommodation and Food Preparation and Drinks,-0.039174001663923264
11,Guanajuato,2002,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",-0.8115389943122864
11,Guanajuato,2002,21,Mining,12.75967025756836
11,Guanajuato,2002,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",6.932480812072754
11,Guanajuato,2002,23,Building,0.005024999845772982
11,Guanajuato,2002,31-33,Manufacturing Industries,349.1516571044922
11,Guanajuato,2002,43,To the Wholesale Trade,14.473267555236816
11,Guanajuato,2002,46,Retail Trade,9.17365837097168
11,Guanajuato,2002,48-49,Transportation and Storage,9.388386532664299
11,Guanajuato,2002,51,Mass Media Information,186.41917419433594
11,Guanajuato,2002,52,Financial and Insurance Services,145.5662841796875
11,Guanajuato,2002,53,Real Estate and Rental Services of Furniture and Intangible Assets,6.683707237243652
11,Guanajuato,2002,54,"Services Professionals, Scientists and Technicals",-0.8052229881286621
11,Guanajuato,2002,56,Support Services to Business and Waste Management and Waste and Remediation Services,-0.060447998344898224
11,Guanajuato,2002,72,Temporary Accommodation and Food Preparation and Drinks,0.36926698684692383
11,Guanajuato,2003,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",-4.976705074310303
11,Guanajuato,2003,21,Mining,3.8215270042419434
11,Guanajuato,2003,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",13.443413734436035
11,Guanajuato,2003,23,Building,-0.004174999892711639
11,Guanajuato,2003,31-33,Manufacturing Industries,554.1472587585449
11,Guanajuato,2003,43,To the Wholesale Trade,3.91013503074646
11,Guanajuato,2003,46,Retail Trade,14.550626754760742
11,Guanajuato,2003,48-49,Transportation and Storage,-1.0431810319423676
11,Guanajuato,2003,51,Mass Media Information,108.07892608642578
11,Guanajuato,2003,52,Financial and Insurance Services,25.233610153198242
11,Guanajuato,2003,53,Real Estate and Rental Services of Furniture and Intangible Assets,4.777371883392334
11,Guanajuato,2003,54,"Services Professionals, Scientists and Technicals",0.0688840001821518
11,Guanajuato,2003,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.05663200095295906
11,Guanajuato,2003,72,Temporary Accommodation and Food Preparation and Drinks,0.10040699690580368
11,Guanajuato,2004,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",4.990688800811768
11,Guanajuato,2004,21,Mining,1.8360249996185303
11,Guanajuato,2004,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.1830910444259644
11,Guanajuato,2004,23,Building,0.01986600086092949
11,Guanajuato,2004,31-33,Manufacturing Industries,358.8946113586426
11,Guanajuato,2004,43,To the Wholesale Trade,4.0418291091918945
11,Guanajuato,2004,46,Retail Trade,17.126909255981445
11,Guanajuato,2004,48-49,Transportation and Storage,0.4477140009403229
11,Guanajuato,2004,51,Mass Media Information,79.10276794433594
11,Guanajuato,2004,52,Financial and Insurance Services,184.6450958251953
11,Guanajuato,2004,53,Real Estate and Rental Services of Furniture and Intangible Assets,21.78305435180664
11,Guanajuato,2004,54,"Services Professionals, Scientists and Technicals",6.481964111328125
11,Guanajuato,2004,56,Support Services to Business and Waste Management and Waste and Remediation Services,1.090080976486206
11,Guanajuato,2004,72,Temporary Accommodation and Food Preparation and Drinks,4.45037317276001
11,Guanajuato,2005,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",4.989501953125
11,Guanajuato,2005,21,Mining,10.705404281616211
11,Guanajuato,2005,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",38.372093200683594
11,Guanajuato,2005,23,Building,1.160465955734253
11,Guanajuato,2005,31-33,Manufacturing Industries,558.4024810791016
11,Guanajuato,2005,43,To the Wholesale Trade,11.611677169799805
