State ID,State,Year,Sector ID,Sector,Investment
20,Oaxaca,2004,54,"Services Professionals, Scientists and Technicals",0.029566999524831772
20,Oaxaca,2004,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.0626010000705719
20,Oaxaca,2004,72,Temporary Accommodation and Food Preparation and Drinks,2.7396109104156494
20,Oaxaca,2005,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",4.446558952331543
20,Oaxaca,2005,23,Building,0.07951100170612335
20,Oaxaca,2005,31-33,Manufacturing Industries,78.94370234012604
20,Oaxaca,2005,43,To the Wholesale Trade,0.40677401423454285
20,Oaxaca,2005,46,Retail Trade,5.801167011260986
20,Oaxaca,2005,48-49,Transportation and Storage,0.5283609862672165
20,Oaxaca,2005,51,Mass Media Information,25.241682052612305
20,Oaxaca,2005,52,Financial and Insurance Services,4.981069087982178
20,Oaxaca,2005,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.13669699430465698
20,Oaxaca,2005,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.14110900461673737
20,Oaxaca,2005,72,Temporary Accommodation and Food Preparation and Drinks,2.4198338985443115
20,Oaxaca,2006,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",10.510051727294922
20,Oaxaca,2006,23,Building,0.29239800572395325
20,Oaxaca,2006,31-33,Manufacturing Industries,63.910128355026245
20,Oaxaca,2006,43,To the Wholesale Trade,0.31004101037979126
20,Oaxaca,2006,46,Retail Trade,-9.301919937133789
20,Oaxaca,2006,48-49,Transportation and Storage,0.5813509970903397
20,Oaxaca,2006,51,Mass Media Information,7.389100074768066
20,Oaxaca,2006,52,Financial and Insurance Services,23.102060317993164
20,Oaxaca,2006,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.32363900542259216
20,Oaxaca,2006,54,"Services Professionals, Scientists and Technicals",1.4069960117340088
20,Oaxaca,2006,56,Support Services to Business and Waste Management and Waste and Remediation Services,3.334702968597412
20,Oaxaca,2006,72,Temporary Accommodation and Food Preparation and Drinks,4.7532501220703125
20,Oaxaca,2007,21,Mining,6.60247278213501
20,Oaxaca,2007,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",2.4266879558563232
20,Oaxaca,2007,23,Building,0.04410500079393387
20,Oaxaca,2007,31-33,Manufacturing Industries,92.85533452033997
20,Oaxaca,2007,43,To the Wholesale Trade,1.0202410221099854
20,Oaxaca,2007,46,Retail Trade,4.910150051116943
20,Oaxaca,2007,48-49,Transportation and Storage,0.15759600698947906
20,Oaxaca,2007,51,Mass Media Information,10.071656227111816
20,Oaxaca,2007,52,Financial and Insurance Services,31.66205596923828
20,Oaxaca,2007,53,Real Estate and Rental Services of Furniture and Intangible Assets,3.340864896774292
20,Oaxaca,2007,54,"Services Professionals, Scientists and Technicals",0.028270000591874123
20,Oaxaca,2007,56,Support Services to Business and Waste Management and Waste and Remediation Services,9.261631965637207
20,Oaxaca,2007,72,Temporary Accommodation and Food Preparation and Drinks,5.2466044425964355
20,Oaxaca,2008,21,Mining,16.91312026977539
20,Oaxaca,2008,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",69.61656188964844
20,Oaxaca,2008,23,Building,2.274461030960083
20,Oaxaca,2008,31-33,Manufacturing Industries,71.42923825979233
20,Oaxaca,2008,43,To the Wholesale Trade,0.4607889950275421
20,Oaxaca,2008,46,Retail Trade,5.824501037597656
20,Oaxaca,2008,48-49,Transportation and Storage,0.08402200043201447
20,Oaxaca,2008,51,Mass Media Information,7.361924171447754
20,Oaxaca,2008,52,Financial and Insurance Services,34.05888366699219
20,Oaxaca,2008,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.13153700530529022
20,Oaxaca,2008,54,"Services Professionals, Scientists and Technicals",0.005528999958187342
20,Oaxaca,2008,56,Support Services to Business and Waste Management and Waste and Remediation Services,-9.699633598327637
20,Oaxaca,2008,72,Temporary Accommodation and Food Preparation and Drinks,0.3204897940158844
20,Oaxaca,2009,21,Mining,8.046053886413574
20,Oaxaca,2009,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",105.92843627929688
20,Oaxaca,2009,23,Building,2.721616268157959
20,Oaxaca,2009,31-33,Manufacturing Industries,53.06999767199159
20,Oaxaca,2009,43,To the Wholesale Trade,2.3788399696350098
20,Oaxaca,2009,46,Retail Trade,13.141928672790527
20,Oaxaca,2009,48-49,Transportation and Storage,-1.310926966369152
20,Oaxaca,2009,51,Mass Media Information,5.189847946166992
20,Oaxaca,2009,52,Financial and Insurance Services,20.608810424804688
20,Oaxaca,2009,53,Real Estate and Rental Services of Furniture and Intangible Assets,24.386320114135742
20,Oaxaca,2009,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.7415689826011658
20,Oaxaca,2009,72,Temporary Accommodation and Food Preparation and Drinks,1.0220191478729248
20,Oaxaca,2010,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",19.349388122558594
20,Oaxaca,2010,23,Building,-1.4573440551757813
20,Oaxaca,2010,31-33,Manufacturing Industries,16.329311847686768
20,Oaxaca,2010,43,To the Wholesale Trade,-0.35952600836753845
20,Oaxaca,2010,46,Retail Trade,21.671716690063477
20,Oaxaca,2010,48-49,Transportation and Storage,-0.02238200046122074
20,Oaxaca,2010,51,Mass Media Information,41.782814025878906
20,Oaxaca,2010,52,Financial and Insurance Services,10.0069580078125
20,Oaxaca,2010,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.5367239713668823
20,Oaxaca,2010,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.042876001447439194
20,Oaxaca,2010,72,Temporary Accommodation and Food Preparation and Drinks,7.3606791496276855
20,Oaxaca,2011,21,Mining,38.1458740234375
20,Oaxaca,2011,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",55.815940856933594
20,Oaxaca,2011,23,Building,0.024922000244259834
20,Oaxaca,2011,31-33,Manufacturing Industries,36.594116270542145
20,Oaxaca,2011,43,To the Wholesale Trade,0.02684899978339672
20,Oaxaca,2011,46,Retail Trade,19.815052032470703
20,Oaxaca,2011,48-49,Transportation and Storage,0.24174000322818756
20,Oaxaca,2011,51,Mass Media Information,2.850600004196167
20,Oaxaca,2011,52,Financial and Insurance Services,13.504369735717773
20,Oaxaca,2011,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.17824000120162964
20,Oaxaca,2011,54,"Services Professionals, Scientists and Technicals",-0.007978999987244606
20,Oaxaca,2011,56,Support Services to Business and Waste Management and Waste and Remediation Services,6.510900020599365
20,Oaxaca,2011,72,Temporary Accommodation and Food Preparation and Drinks,4.494840145111084
20,Oaxaca,2012,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",292.7835693359375
20,Oaxaca,2012,23,Building,7.13102388381958
20,Oaxaca,2012,31-33,Manufacturing Industries,-1.96819207072258
20,Oaxaca,2012,43,To the Wholesale Trade,0.1305440068244934
20,Oaxaca,2012,46,Retail Trade,12.403359413146973
20,Oaxaca,2012,48-49,Transportation and Storage,4.445422172546387
20,Oaxaca,2012,51,Mass Media Information,8.919018745422363
20,Oaxaca,2012,52,Financial and Insurance Services,10.77241325378418
20,Oaxaca,2012,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.26788100600242615
20,Oaxaca,2012,54,"Services Professionals, Scientists and Technicals",0.02638399973511696
20,Oaxaca,2012,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.5692548751831055
20,Oaxaca,2012,72,Temporary Accommodation and Food Preparation and Drinks,14.463483810424805
20,Oaxaca,2013,21,Mining,34.262107849121094
20,Oaxaca,2013,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",682.57421875
20,Oaxaca,2013,23,Building,34.378597259521484
20,Oaxaca,2013,31-33,Manufacturing Industries,1166.9604758620262
20,Oaxaca,2013,43,To the Wholesale Trade,0.13266399502754211
20,Oaxaca,2013,46,Retail Trade,-16.8426513671875
20,Oaxaca,2013,48-49,Transportation and Storage,0.667153000831604
20,Oaxaca,2013,51,Mass Media Information,30.600500106811523
20,Oaxaca,2013,52,Financial and Insurance Services,9.585142135620117
20,Oaxaca,2013,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.6422529816627502
20,Oaxaca,2013,54,"Services Professionals, Scientists and Technicals",-0.030572310090065002
20,Oaxaca,2013,56,Support Services to Business and Waste Management and Waste and Remediation Services,-0.6535509824752808
20,Oaxaca,2013,72,Temporary Accommodation and Food Preparation and Drinks,0.2102300077676773
20,Oaxaca,2014,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",227.3082275390625
20,Oaxaca,2014,23,Building,121.03169250488281
20,Oaxaca,2014,31-33,Manufacturing Industries,150.18136674165726
20,Oaxaca,2014,43,To the Wholesale Trade,1.3456836938858032
20,Oaxaca,2014,46,Retail Trade,10.993112564086914
20,Oaxaca,2014,51,Mass Media Information,-76.7188720703125
20,Oaxaca,2014,52,Financial and Insurance Services,33.357059478759766
20,Oaxaca,2014,53,Real Estate and Rental Services of Furniture and Intangible Assets,-0.3882240056991577
20,Oaxaca,2014,72,Temporary Accommodation and Food Preparation and Drinks,10.170167922973633
20,Oaxaca,2015,21,Mining,5.468078136444092
20,Oaxaca,2015,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",91.31156921386719
20,Oaxaca,2015,23,Building,50.34187316894531
20,Oaxaca,2015,31-33,Manufacturing Industries,88.77100241184235
20,Oaxaca,2015,43,To the Wholesale Trade,2.0176217555999756
20,Oaxaca,2015,46,Retail Trade,12.467662811279297
20,Oaxaca,2015,51,Mass Media Information,8.291611671447754
20,Oaxaca,2015,52,Financial and Insurance Services,21.295448303222656
20,Oaxaca,2015,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.012606999836862087
20,Oaxaca,2015,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.5185970067977905
20,Oaxaca,2015,72,Temporary Accommodation and Food Preparation and Drinks,8.848906517028809
20,Oaxaca,2016,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",62.878047943115234
20,Oaxaca,2016,23,Building,9.984967231750488
20,Oaxaca,2016,31-33,Manufacturing Industries,78.75150460004807
20,Oaxaca,2016,43,To the Wholesale Trade,1.7929810285568237
20,Oaxaca,2016,46,Retail Trade,6.917129993438721
20,Oaxaca,2016,51,Mass Media Information,13.102583885192871
20,Oaxaca,2016,52,Financial and Insurance Services,17.018808364868164
20,Oaxaca,2016,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.019805600866675377
20,Oaxaca,2016,54,"Services Professionals, Scientists and Technicals",-0.11456360667943954
20,Oaxaca,2016,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.2902976870536804
20,Oaxaca,2016,72,Temporary Accommodation and Food Preparation and Drinks,6.295156002044678
20,Oaxaca,2017,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",303.67877197265625
20,Oaxaca,2017,23,Building,2.866644859313965
20,Oaxaca,2017,31-33,Manufacturing Industries,113.90227542817593
20,Oaxaca,2017,43,To the Wholesale Trade,1.7250375747680664
20,Oaxaca,2017,46,Retail Trade,13.602209091186523
20,Oaxaca,2017,48-49,Transportation and Storage,15.868336372077465
20,Oaxaca,2017,51,Mass Media Information,13.02106761932373
20,Oaxaca,2017,52,Financial and Insurance Services,12.389410018920898
20,Oaxaca,2017,54,"Services Professionals, Scientists and Technicals",0.24344925582408905
20,Oaxaca,2017,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.8085787892341614
20,Oaxaca,2017,72,Temporary Accommodation and Food Preparation and Drinks,5.548398494720459
20,Oaxaca,2018,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",489.7835998535156
20,Oaxaca,2018,23,Building,10.71424388885498
20,Oaxaca,2018,31-33,Manufacturing Industries,0.12265229225158691
20,Oaxaca,2018,43,To the Wholesale Trade,2.7582178115844727
20,Oaxaca,2018,46,Retail Trade,9.378162384033203
20,Oaxaca,2018,48-49,Transportation and Storage,2.443077802658081
20,Oaxaca,2018,51,Mass Media Information,9.971076965332031
20,Oaxaca,2018,52,Financial and Insurance Services,12.285696029663086
20,Oaxaca,2018,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.02337059937417507
20,Oaxaca,2018,72,Temporary Accommodation and Food Preparation and Drinks,5.3170342445373535
20,Oaxaca,2019,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-109.02436065673828
20,Oaxaca,2019,23,Building,-19.229318618774414
20,Oaxaca,2019,31-33,Manufacturing Industries,117.826795399189
20,Oaxaca,2019,43,To the Wholesale Trade,-1.6206809282302856
20,Oaxaca,2019,48-49,Transportation and Storage,2.0397493839263916
20,Oaxaca,2019,51,Mass Media Information,12.172436714172363
20,Oaxaca,2019,52,Financial and Insurance Services,34.20701599121094
20,Oaxaca,2019,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.0418325811624527
20,Oaxaca,2019,72,Temporary Accommodation and Food Preparation and Drinks,11.142508506774902
20,Oaxaca,2020,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-16.134750366210938
20,Oaxaca,2020,23,Building,7.629420280456543
20,Oaxaca,2020,31-33,Manufacturing Industries,22.727374240756035
20,Oaxaca,2020,46,Retail Trade,8.521598815917969
20,Oaxaca,2020,48-49,Transportation and Storage,140.98202514648438
20,Oaxaca,2020,51,Mass Media Information,18.747577667236328
20,Oaxaca,2020,52,Financial and Insurance Services,53.52665328979492
20,Oaxaca,2020,54,"Services Professionals, Scientists and Technicals",0.1200135126709938
20,Oaxaca,2020,56,Support Services to Business and Waste Management and Waste and Remediation Services,-0.8434211611747742
20,Oaxaca,2020,72,Temporary Accommodation and Food Preparation and Drinks,7.809637546539307
20,Oaxaca,2021,21,Mining,-86.72343444824219
20,Oaxaca,2021,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-70.1741714477539
20,Oaxaca,2021,23,Building,4.126691818237305
20,Oaxaca,2021,31-33,Manufacturing Industries,-2.7566175684332848
20,Oaxaca,2021,46,Retail Trade,7.930348873138428
20,Oaxaca,2021,48-49,Transportation and Storage,11.3582181930542
20,Oaxaca,2021,51,Mass Media Information,0.28854256868362427
20,Oaxaca,2021,52,Financial and Insurance Services,35.18136215209961
20,Oaxaca,2021,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.02333362028002739
20,Oaxaca,2021,54,"Services Professionals, Scientists and Technicals",0.037498101592063904
20,Oaxaca,2021,56,Support Services to Business and Waste Management and Waste and Remediation Services,-0.47819486260414124
20,Oaxaca,2021,72,Temporary Accommodation and Food Preparation and Drinks,9.224475860595703
20,Oaxaca,2022,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",43.16417694091797
20,Oaxaca,2022,23,Building,36.59503173828125
20,Oaxaca,2022,31-33,Manufacturing Industries,8.190191458910704
20,Oaxaca,2022,46,Retail Trade,8.369913101196289
20,Oaxaca,2022,48-49,Transportation and Storage,92.5213623046875
20,Oaxaca,2022,51,Mass Media Information,-23.74442481994629
20,Oaxaca,2022,52,Financial and Insurance Services,26.00365447998047
20,Oaxaca,2022,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.037058841437101364
20,Oaxaca,2022,72,Temporary Accommodation and Food Preparation and Drinks,11.701603889465332
21,Puebla,1999,11,"Agriculture, Animal Husbandry and Exploitation, Forestry, Fishing and Hunting",0.03248399868607521
21,Puebla,1999,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.2168229818344116
21,Puebla,1999,23,Building,0.1186710000038147
21,Puebla,1999,31-33,Manufacturing Industries,249.69832611083984
21,Puebla,1999,43,To the Wholesale Trade,19.487131118774414
21,Puebla,1999,46,Retail Trade,8.958300590515137
21,Puebla,1999,51,Mass Media Information,0.9640570282936096
21,Puebla,1999,52,Financial and Insurance Services,3.804405927658081
21,Puebla,1999,53,Real Estate and Rental Services of Furniture and Intangible Assets,0.9834920167922974
21,Puebla,1999,54,"Services Professionals, Scientists and Technicals",1.5555909872055054
21,Puebla,1999,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.05278399959206581
21,Puebla,1999,72,Temporary Accommodation and Food Preparation and Drinks,0.8754420280456543
21,Puebla,2000,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.8871320486068726
21,Puebla,2000,31-33,Manufacturing Industries,318.8038330078125
21,Puebla,2000,43,To the Wholesale Trade,13.832653045654297
21,Puebla,2000,46,Retail Trade,79.89763641357422
21,Puebla,2000,48-49,Transportation and Storage,0.12455599755048752
21,Puebla,2000,51,Mass Media Information,-100.22372436523438
21,Puebla,2000,52,Financial and Insurance Services,60.78577423095703
21,Puebla,2000,53,Real Estate and Rental Services of Furniture and Intangible Assets,6.7800188064575195
21,Puebla,2000,54,"Services Professionals, Scientists and Technicals",0.2208469957113266
21,Puebla,2000,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.4919469952583313
21,Puebla,2000,72,Temporary Accommodation and Food Preparation and Drinks,0.9193289875984192
21,Puebla,2001,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",6.878529071807861
21,Puebla,2001,23,Building,4.31990385055542
21,Puebla,2001,31-33,Manufacturing Industries,189.2499656677246
21,Puebla,2001,43,To the Wholesale Trade,42.57062911987305
21,Puebla,2001,46,Retail Trade,84.28765106201172
21,Puebla,2001,51,Mass Media Information,76.76900482177734
21,Puebla,2001,52,Financial and Insurance Services,356.255615234375
21,Puebla,2001,53,Real Estate and Rental Services of Furniture and Intangible Assets,13.350900650024414
21,Puebla,2001,54,"Services Professionals, Scientists and Technicals",0.19650599360466003
21,Puebla,2001,56,Support Services to Business and Waste Management and Waste and Remediation Services,3.7700400352478027
21,Puebla,2001,72,Temporary Accommodation and Food Preparation and Drinks,0.8690140247344971
21,Puebla,2002,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",7.629430770874023
21,Puebla,2002,31-33,Manufacturing Industries,338.35089015960693
21,Puebla,2002,43,To the Wholesale Trade,19.11831283569336
21,Puebla,2002,46,Retail Trade,22.76578712463379
21,Puebla,2002,48-49,Transportation and Storage,0.5468339920043945
21,Puebla,2002,51,Mass Media Information,142.2127685546875
21,Puebla,2002,52,Financial and Insurance Services,156.1584014892578
21,Puebla,2002,53,Real Estate and Rental Services of Furniture and Intangible Assets,9.656577110290527
21,Puebla,2002,54,"Services Professionals, Scientists and Technicals",-0.2476930022239685
21,Puebla,2002,56,Support Services to Business and Waste Management and Waste and Remediation Services,11.073566436767578
21,Puebla,2002,72,Temporary Accommodation and Food Preparation and Drinks,0.9788540005683899
21,Puebla,2003,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",11.701047897338867
21,Puebla,2003,23,Building,0.01906299963593483
21,Puebla,2003,31-33,Manufacturing Industries,293.8780269622803
21,Puebla,2003,43,To the Wholesale Trade,-3.867356061935425
21,Puebla,2003,46,Retail Trade,32.78183364868164
21,Puebla,2003,48-49,Transportation and Storage,0.10953900218009949
21,Puebla,2003,51,Mass Media Information,74.50642395019531
21,Puebla,2003,52,Financial and Insurance Services,33.657264709472656
21,Puebla,2003,53,Real Estate and Rental Services of Furniture and Intangible Assets,13.646937370300293
21,Puebla,2003,54,"Services Professionals, Scientists and Technicals",0.10241100192070007
21,Puebla,2003,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.622871994972229
21,Puebla,2003,72,Temporary Accommodation and Food Preparation and Drinks,0.10422299802303314
21,Puebla,2004,21,Mining,23.8848934173584
21,Puebla,2004,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",2.20674204826355
21,Puebla,2004,31-33,Manufacturing Industries,297.4173126220703
21,Puebla,2004,43,To the Wholesale Trade,7.399144172668457
21,Puebla,2004,46,Retail Trade,30.485002517700195
21,Puebla,2004,48-49,Transportation and Storage,1.4093780517578125
21,Puebla,2004,51,Mass Media Information,59.18547439575195
21,Puebla,2004,52,Financial and Insurance Services,201.07656860351563
21,Puebla,2004,53,Real Estate and Rental Services of Furniture and Intangible Assets,20.704265594482422
21,Puebla,2004,54,"Services Professionals, Scientists and Technicals",-5.752531051635742
21,Puebla,2004,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.12010899931192398
21,Puebla,2004,72,Temporary Accommodation and Food Preparation and Drinks,0.14898499846458435
21,Puebla,2005,21,Mining,5.602750778198242
21,Puebla,2005,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.0545870065689087
21,Puebla,2005,23,Building,0.599045991897583
21,Puebla,2005,31-33,Manufacturing Industries,364.99510383605957
21,Puebla,2005,43,To the Wholesale Trade,7.651443004608154
21,Puebla,2005,46,Retail Trade,47.548431396484375
21,Puebla,2005,48-49,Transportation and Storage,1.0674259662628174
21,Puebla,2005,51,Mass Media Information,57.79621124267578
21,Puebla,2005,52,Financial and Insurance Services,270.85552978515625
21,Puebla,2005,53,Real Estate and Rental Services of Furniture and Intangible Assets,24.891508102416992
21,Puebla,2005,54,"Services Professionals, Scientists and Technicals",-0.08006100356578827
21,Puebla,2005,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.5478799939155579
21,Puebla,2005,72,Temporary Accommodation and Food Preparation and Drinks,0.2351980060338974
21,Puebla,2006,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-0.05284100025892258
21,Puebla,2006,23,Building,2.401784896850586
21,Puebla,2006,31-33,Manufacturing Industries,295.82659912109375
21,Puebla,2006,43,To the Wholesale Trade,-5.467933177947998
21,Puebla,2006,46,Retail Trade,-22.891000747680664
21,Puebla,2006,48-49,Transportation and Storage,-0.34705498814582825
21,Puebla,2006,51,Mass Media Information,25.36808204650879
21,Puebla,2006,52,Financial and Insurance Services,70.5993423461914
21,Puebla,2006,53,Real Estate and Rental Services of Furniture and Intangible Assets,3.8949079513549805
21,Puebla,2006,54,"Services Professionals, Scientists and Technicals",0.8062700033187866
21,Puebla,2006,56,Support Services to Business and Waste Management and Waste and Remediation Services,53.37510299682617
21,Puebla,2007,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-0.06009000167250633
21,Puebla,2007,23,Building,11.131999015808105
21,Puebla,2007,31-33,Manufacturing Industries,389.22200202941895
21,Puebla,2007,43,To the Wholesale Trade,6.341314792633057
21,Puebla,2007,46,Retail Trade,25.648387908935547
21,Puebla,2007,48-49,Transportation and Storage,14.100865840911865
21,Puebla,2007,51,Mass Media Information,7.898579120635986
21,Puebla,2007,52,Financial and Insurance Services,169.69825744628906
21,Puebla,2007,53,Real Estate and Rental Services of Furniture and Intangible Assets,8.281791687011719
21,Puebla,2007,54,"Services Professionals, Scientists and Technicals",20.56596565246582
21,Puebla,2007,56,Support Services to Business and Waste Management and Waste and Remediation Services,8.521719932556152
21,Puebla,2007,72,Temporary Accommodation and Food Preparation and Drinks,0.006521999835968018
21,Puebla,2007,81,Other Services except Government Activities,0.1753309965133667
21,Puebla,2008,21,Mining,5.311752796173096
21,Puebla,2008,23,Building,37.82998275756836
21,Puebla,2008,31-33,Manufacturing Industries,136.5437297821045
21,Puebla,2008,43,To the Wholesale Trade,10.31119441986084
21,Puebla,2008,46,Retail Trade,32.22950744628906
21,Puebla,2008,48-49,Transportation and Storage,0.1928119957447052
21,Puebla,2008,51,Mass Media Information,30.668222427368164
21,Puebla,2008,52,Financial and Insurance Services,112.51825714111328
21,Puebla,2008,53,Real Estate and Rental Services of Furniture and Intangible Assets,33.404640197753906
21,Puebla,2008,54,"Services Professionals, Scientists and Technicals",-18.72775650024414
21,Puebla,2008,56,Support Services to Business and Waste Management and Waste and Remediation Services,-2.5262269973754883
21,Puebla,2009,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.890151023864746
21,Puebla,2009,23,Building,21.049318313598633
21,Puebla,2009,31-33,Manufacturing Industries,43.41643524169922
21,Puebla,2009,43,To the Wholesale Trade,1.34549880027771
21,Puebla,2009,46,Retail Trade,40.190982818603516
21,Puebla,2009,48-49,Transportation and Storage,-0.018371999263763428
21,Puebla,2009,51,Mass Media Information,12.722038269042969
21,Puebla,2009,52,Financial and Insurance Services,48.362300872802734
21,Puebla,2009,53,Real Estate and Rental Services of Furniture and Intangible Assets,3.7262721061706543
21,Puebla,2009,54,"Services Professionals, Scientists and Technicals",0.026079000905156136
21,Puebla,2009,56,Support Services to Business and Waste Management and Waste and Remediation Services,3.2593140602111816
21,Puebla,2010,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",2.2302629947662354
21,Puebla,2010,23,Building,2.2843658924102783
21,Puebla,2010,31-33,Manufacturing Industries,505.8087158203125
21,Puebla,2010,43,To the Wholesale Trade,18.363576889038086
21,Puebla,2010,46,Retail Trade,94.05548095703125
21,Puebla,2010,48-49,Transportation and Storage,-0.04694699868559837
21,Puebla,2010,51,Mass Media Information,106.40180206298828
21,Puebla,2010,52,Financial and Insurance Services,34.903072357177734
21,Puebla,2010,53,Real Estate and Rental Services of Furniture and Intangible Assets,-1.432108998298645
21,Puebla,2010,54,"Services Professionals, Scientists and Technicals",0.08679331839084625
21,Puebla,2010,56,Support Services to Business and Waste Management and Waste and Remediation Services,0.5383120179176331
21,Puebla,2010,72,Temporary Accommodation and Food Preparation and Drinks,1.9343910217285156
21,Puebla,2011,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",-0.28518858551979065
21,Puebla,2011,23,Building,41.765625
21,Puebla,2011,31-33,Manufacturing Industries,345.9092102050781
21,Puebla,2011,43,To the Wholesale Trade,30.940568923950195
21,Puebla,2011,46,Retail Trade,65.36027526855469
21,Puebla,2011,48-49,Transportation and Storage,0.7095959782600403
21,Puebla,2011,51,Mass Media Information,10.720965385437012
21,Puebla,2011,52,Financial and Insurance Services,54.329246520996094
21,Puebla,2011,53,Real Estate and Rental Services of Furniture and Intangible Assets,6.528258800506592
21,Puebla,2011,54,"Services Professionals, Scientists and Technicals",1.4247403144836426
21,Puebla,2011,56,Support Services to Business and Waste Management and Waste and Remediation Services,17.814990997314453
21,Puebla,2011,72,Temporary Accommodation and Food Preparation and Drinks,0.6170439720153809
21,Puebla,2012,21,Mining,0.7745829820632935
21,Puebla,2012,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",5.143507480621338
21,Puebla,2012,23,Building,36.67026901245117
21,Puebla,2012,31-33,Manufacturing Industries,508.72855377197266
21,Puebla,2012,43,To the Wholesale Trade,20.649288177490234
21,Puebla,2012,46,Retail Trade,60.13450241088867
21,Puebla,2012,48-49,Transportation and Storage,8.525087118148804
21,Puebla,2012,51,Mass Media Information,49.57425308227539
21,Puebla,2012,52,Financial and Insurance Services,20.607614517211914
21,Puebla,2012,53,Real Estate and Rental Services of Furniture and Intangible Assets,11.117270469665527
21,Puebla,2012,54,"Services Professionals, Scientists and Technicals",7.657855033874512
21,Puebla,2012,56,Support Services to Business and Waste Management and Waste and Remediation Services,4.901979446411133
21,Puebla,2012,72,Temporary Accommodation and Food Preparation and Drinks,2.260054111480713
21,Puebla,2013,22,"Generation, Transmission and Distribution of Electricity, Water and Gas Pipeline to the Consumer",1.2059580087661743
21,Puebla,2013,23,Building,25.47273063659668
21,Puebla,2013,31-33,Manufacturing Industries,1279.6244277954102
21,Puebla,2013,43,To the Wholesale Trade,13.551342964172363
21,Puebla,2013,46,Retail Trade,11.47288703918457
21,Puebla,2013,48-49,Transportation and Storage,4.067914366722107
21,Puebla,2013,51,Mass Media Information,97.16844177246094
