Year,State ID,State,Chapter ID,Chapter,Trade Value
2013,3,Baja California Sur,5,Mineral Products,1167871
2013,3,Baja California Sur,6,Chemical Products,2624553
2013,3,Baja California Sur,7,Plastics and Rubbers,30390166
2013,3,Baja California Sur,8,Animal Hides,580520
2013,3,Baja California Sur,9,Wood Products,1084683
2013,3,Baja California Sur,10,Paper Goods,10078009
2013,3,Baja California Sur,11,Textiles,5170104
2013,3,Baja California Sur,12,Footwear and Headwear,1282662
2013,3,Baja California Sur,13,Stone and Glass,245726
2013,3,Baja California Sur,14,Precious Metals,371827
2013,3,Baja California Sur,15,Metals,13057125
2013,3,Baja California Sur,16,Machines,77646978
2013,3,Baja California Sur,17,Transportation,6565401
2013,3,Baja California Sur,18,Instruments,1488315
2013,3,Baja California Sur,20,Miscellaneous,5244930
2013,3,Baja California Sur,21,Arts and Antiques,69360
2013,4,Campeche,4,Foodstuffs,32892
2013,4,Campeche,5,Mineral Products,364898
2013,4,Campeche,6,Chemical Products,2224086
2013,4,Campeche,7,Plastics and Rubbers,7384200
2013,4,Campeche,8,Animal Hides,156040
2013,4,Campeche,9,Wood Products,2627
2013,4,Campeche,10,Paper Goods,3446767
2013,4,Campeche,11,Textiles,152245658
2013,4,Campeche,12,Footwear and Headwear,19511
2013,4,Campeche,13,Stone and Glass,78072
2013,4,Campeche,15,Metals,14846980
2013,4,Campeche,16,Machines,71085395
2013,4,Campeche,17,Transportation,689550
2013,4,Campeche,18,Instruments,3137601
2013,4,Campeche,20,Miscellaneous,716253
2013,5,Coahuila de Zaragoza,1,Animal Products,64875176
2013,5,Coahuila de Zaragoza,2,Vegetable Products,69665012
2013,5,Coahuila de Zaragoza,3,Animal and Vegetable Bi-Products,1104790
2013,5,Coahuila de Zaragoza,4,Foodstuffs,10444988
2013,5,Coahuila de Zaragoza,5,Mineral Products,161681995
2013,5,Coahuila de Zaragoza,6,Chemical Products,187765017
2013,5,Coahuila de Zaragoza,7,Plastics and Rubbers,1447294126
2013,5,Coahuila de Zaragoza,8,Animal Hides,158658693
2013,5,Coahuila de Zaragoza,9,Wood Products,15452584
2013,5,Coahuila de Zaragoza,10,Paper Goods,123846858
2013,5,Coahuila de Zaragoza,11,Textiles,1460012871
2013,5,Coahuila de Zaragoza,12,Footwear and Headwear,2073987
2013,5,Coahuila de Zaragoza,13,Stone and Glass,191302266
2013,5,Coahuila de Zaragoza,14,Precious Metals,146553076
2013,5,Coahuila de Zaragoza,15,Metals,1968580509
2013,5,Coahuila de Zaragoza,16,Machines,6843565743
2013,5,Coahuila de Zaragoza,17,Transportation,3565195656
2013,5,Coahuila de Zaragoza,18,Instruments,207140617
2013,5,Coahuila de Zaragoza,20,Miscellaneous,1748004938
2013,6,Colima,2,Vegetable Products,40989472
2013,6,Colima,3,Animal and Vegetable Bi-Products,74036
2013,6,Colima,5,Mineral Products,9162761
2013,6,Colima,6,Chemical Products,51459
2013,6,Colima,7,Plastics and Rubbers,2046807
2013,6,Colima,8,Animal Hides,29386
2013,6,Colima,9,Wood Products,435633
2013,6,Colima,10,Paper Goods,554831
2013,6,Colima,11,Textiles,28495
2013,6,Colima,12,Footwear and Headwear,3496
2013,6,Colima,14,Precious Metals,14360
2013,6,Colima,15,Metals,1228295
2013,6,Colima,16,Machines,3294489
2013,6,Colima,17,Transportation,4141
2013,6,Colima,18,Instruments,55318
2013,6,Colima,20,Miscellaneous,532027
2013,7,Chiapas,1,Animal Products,8501735
2013,7,Chiapas,2,Vegetable Products,208966422
2013,7,Chiapas,6,Chemical Products,391112
2013,7,Chiapas,7,Plastics and Rubbers,10680317
2013,7,Chiapas,9,Wood Products,2020361
2013,7,Chiapas,10,Paper Goods,8272706
2013,7,Chiapas,11,Textiles,1038753
2013,7,Chiapas,15,Metals,46236
2013,7,Chiapas,16,Machines,173105
2013,7,Chiapas,18,Instruments,907
2013,8,Chihuahua,1,Animal Products,605343369
2013,8,Chihuahua,2,Vegetable Products,393916100
2013,8,Chihuahua,3,Animal and Vegetable Bi-Products,14461291
2013,8,Chihuahua,4,Foodstuffs,317486670
2013,8,Chihuahua,5,Mineral Products,42194307
2013,8,Chihuahua,6,Chemical Products,403195502
2013,8,Chihuahua,7,Plastics and Rubbers,3516594199
2013,8,Chihuahua,8,Animal Hides,27691828
2013,8,Chihuahua,9,Wood Products,138718346
2013,8,Chihuahua,10,Paper Goods,701733407
2013,8,Chihuahua,11,Textiles,1186665340
2013,8,Chihuahua,12,Footwear and Headwear,8477652
2013,8,Chihuahua,13,Stone and Glass,203803307
2013,8,Chihuahua,14,Precious Metals,203374873
2013,8,Chihuahua,15,Metals,2986480976
2013,8,Chihuahua,16,Machines,58165470427
2013,8,Chihuahua,17,Transportation,2398728207
2013,8,Chihuahua,18,Instruments,5256451076
2013,8,Chihuahua,20,Miscellaneous,1979145813
2013,8,Chihuahua,21,Arts and Antiques,21314
2013,9,Ciudad de México,1,Animal Products,1175229578
2013,9,Ciudad de México,2,Vegetable Products,2925413838
2013,9,Ciudad de México,3,Animal and Vegetable Bi-Products,320758495
2013,9,Ciudad de México,4,Foodstuffs,4825684385
2013,9,Ciudad de México,5,Mineral Products,36017476943
2013,9,Ciudad de México,6,Chemical Products,16271814240
2013,9,Ciudad de México,7,Plastics and Rubbers,6913361486
2013,9,Ciudad de México,8,Animal Hides,318725528
2013,9,Ciudad de México,9,Wood Products,173533864
2013,9,Ciudad de México,10,Paper Goods,2173716725
2013,9,Ciudad de México,11,Textiles,2647045417
2013,9,Ciudad de México,12,Footwear and Headwear,483447175
2013,9,Ciudad de México,13,Stone and Glass,627492631
2013,9,Ciudad de México,14,Precious Metals,2224219483
2013,9,Ciudad de México,15,Metals,4822081198
2013,9,Ciudad de México,16,Machines,37422057519
2013,9,Ciudad de México,17,Transportation,43483381177
2013,9,Ciudad de México,18,Instruments,3171799089
2013,9,Ciudad de México,19,Weapons,1881133
2013,9,Ciudad de México,20,Miscellaneous,2540900289
2013,9,Ciudad de México,21,Arts and Antiques,15523848
2013,10,Durango,1,Animal Products,48556023
2013,10,Durango,2,Vegetable Products,126155974
2013,10,Durango,4,Foodstuffs,346065768
2013,10,Durango,5,Mineral Products,32424585
2013,10,Durango,6,Chemical Products,5218218
2013,10,Durango,7,Plastics and Rubbers,101268147
2013,10,Durango,8,Animal Hides,578836
2013,10,Durango,9,Wood Products,67479013
2013,10,Durango,10,Paper Goods,14211366
2013,10,Durango,11,Textiles,248450315
2013,10,Durango,12,Footwear and Headwear,4959
2013,10,Durango,13,Stone and Glass,29885917
2013,10,Durango,14,Precious Metals,299996750
2013,10,Durango,15,Metals,53199402
2013,10,Durango,16,Machines,459085687
2013,10,Durango,17,Transportation,9896744
2013,10,Durango,18,Instruments,6639343
2013,10,Durango,20,Miscellaneous,2332771
2013,11,Guanajuato,1,Animal Products,206097483
2013,11,Guanajuato,2,Vegetable Products,906011330
2013,11,Guanajuato,3,Animal and Vegetable Bi-Products,4925917
2013,11,Guanajuato,4,Foodstuffs,243909370
2013,11,Guanajuato,5,Mineral Products,30654470
2013,11,Guanajuato,6,Chemical Products,369368769
2013,11,Guanajuato,7,Plastics and Rubbers,1102257669
2013,11,Guanajuato,8,Animal Hides,486883449
2013,11,Guanajuato,9,Wood Products,865407
2013,11,Guanajuato,10,Paper Goods,154501653
2013,11,Guanajuato,11,Textiles,285610293
2013,11,Guanajuato,12,Footwear and Headwear,637921294
2013,11,Guanajuato,13,Stone and Glass,34242731
2013,11,Guanajuato,14,Precious Metals,754220
2013,11,Guanajuato,15,Metals,657823051
2013,11,Guanajuato,16,Machines,2171568593
2013,11,Guanajuato,17,Transportation,3298614402
2013,11,Guanajuato,18,Instruments,414920914
2013,11,Guanajuato,20,Miscellaneous,125469581
2013,12,Guerrero,2,Vegetable Products,1115964
2013,12,Guerrero,7,Plastics and Rubbers,18390
2013,12,Guerrero,10,Paper Goods,48603
2013,12,Guerrero,11,Textiles,5202
2013,12,Guerrero,14,Precious Metals,6956216
2013,12,Guerrero,15,Metals,2781
2013,12,Guerrero,18,Instruments,12968
2013,13,Hidalgo,5,Mineral Products,63054
2013,13,Hidalgo,6,Chemical Products,6154394
2013,13,Hidalgo,7,Plastics and Rubbers,11936646
2013,13,Hidalgo,8,Animal Hides,11686
2013,13,Hidalgo,9,Wood Products,3168
2013,13,Hidalgo,10,Paper Goods,2103272
2013,13,Hidalgo,11,Textiles,38470165
2013,13,Hidalgo,13,Stone and Glass,3715679
2013,13,Hidalgo,15,Metals,19351694
2013,13,Hidalgo,16,Machines,34923403
2013,13,Hidalgo,17,Transportation,67277358
2013,13,Hidalgo,18,Instruments,2287197
2013,13,Hidalgo,20,Miscellaneous,397252
2013,14,Jalisco,1,Animal Products,219972665
2013,14,Jalisco,2,Vegetable Products,1585825300
2013,14,Jalisco,3,Animal and Vegetable Bi-Products,95046870
2013,14,Jalisco,4,Foodstuffs,1873699350
2013,14,Jalisco,5,Mineral Products,147622590
2013,14,Jalisco,6,Chemical Products,1605360573
2013,14,Jalisco,7,Plastics and Rubbers,1478705293
2013,14,Jalisco,8,Animal Hides,103724933
2013,14,Jalisco,9,Wood Products,284178340
2013,14,Jalisco,10,Paper Goods,166112608
2013,14,Jalisco,11,Textiles,283977197
2013,14,Jalisco,12,Footwear and Headwear,215934321
2013,14,Jalisco,13,Stone and Glass,170064466
2013,14,Jalisco,14,Precious Metals,563003572
2013,14,Jalisco,15,Metals,1162272275
2013,14,Jalisco,16,Machines,29690476233
2013,14,Jalisco,17,Transportation,1011367338
2013,14,Jalisco,18,Instruments,1830095784
2013,14,Jalisco,20,Miscellaneous,555712380
2013,14,Jalisco,21,Arts and Antiques,371094
2013,15,Estado de México,1,Animal Products,266632348
2013,15,Estado de México,2,Vegetable Products,189679052
2013,15,Estado de México,3,Animal and Vegetable Bi-Products,126966198
2013,15,Estado de México,4,Foodstuffs,929590466
2013,15,Estado de México,5,Mineral Products,213181434
2013,15,Estado de México,6,Chemical Products,4081639954
2013,15,Estado de México,7,Plastics and Rubbers,2861231396
2013,15,Estado de México,8,Animal Hides,84895336
2013,15,Estado de México,9,Wood Products,81813852
2013,15,Estado de México,10,Paper Goods,555430128
2013,15,Estado de México,11,Textiles,1092845996
2013,15,Estado de México,12,Footwear and Headwear,37152989
2013,15,Estado de México,13,Stone and Glass,323622954
2013,15,Estado de México,14,Precious Metals,24858987
2013,15,Estado de México,15,Metals,2298251363
2013,15,Estado de México,16,Machines,8505082263
2013,15,Estado de México,17,Transportation,1431833413
2013,15,Estado de México,18,Instruments,471897772
2013,15,Estado de México,19,Weapons,40651
2013,15,Estado de México,20,Miscellaneous,780235149
2013,15,Estado de México,21,Arts and Antiques,418076
2013,16,Michoacán de Ocampo,1,Animal Products,114256
2013,16,Michoacán de Ocampo,2,Vegetable Products,1667156520
2013,16,Michoacán de Ocampo,3,Animal and Vegetable Bi-Products,23922340
2013,16,Michoacán de Ocampo,4,Foodstuffs,93278081
2013,16,Michoacán de Ocampo,5,Mineral Products,25435455
2013,16,Michoacán de Ocampo,6,Chemical Products,16821519
2013,16,Michoacán de Ocampo,7,Plastics and Rubbers,143223514
2013,16,Michoacán de Ocampo,8,Animal Hides,2043
2013,16,Michoacán de Ocampo,9,Wood Products,363006
2013,16,Michoacán de Ocampo,10,Paper Goods,8863341
2013,16,Michoacán de Ocampo,11,Textiles,1988911
2013,16,Michoacán de Ocampo,12,Footwear and Headwear,1693336
2013,16,Michoacán de Ocampo,13,Stone and Glass,795854
2013,16,Michoacán de Ocampo,14,Precious Metals,8538
2013,16,Michoacán de Ocampo,15,Metals,13158334
2013,16,Michoacán de Ocampo,16,Machines,40750735
2013,16,Michoacán de Ocampo,17,Transportation,1028768
2013,16,Michoacán de Ocampo,18,Instruments,2601657
2013,16,Michoacán de Ocampo,20,Miscellaneous,1066929
2013,17,Morelos,2,Vegetable Products,34238565
2013,17,Morelos,4,Foodstuffs,1454161
2013,17,Morelos,5,Mineral Products,1446042
2013,17,Morelos,6,Chemical Products,50405184
2013,17,Morelos,7,Plastics and Rubbers,67519612
2013,17,Morelos,8,Animal Hides,50882
2013,17,Morelos,9,Wood Products,14077
2013,17,Morelos,10,Paper Goods,2698143
2013,17,Morelos,11,Textiles,3575966
2013,17,Morelos,13,Stone and Glass,19682519
2013,17,Morelos,15,Metals,26331689
2013,17,Morelos,16,Machines,105403715
2013,17,Morelos,17,Transportation,5910843
2013,17,Morelos,18,Instruments,14836099
2013,17,Morelos,20,Miscellaneous,2050197
2013,18,Nayarit,2,Vegetable Products,29065580
2013,18,Nayarit,7,Plastics and Rubbers,82060
2013,18,Nayarit,10,Paper Goods,2460632
2013,18,Nayarit,11,Textiles,35094
2013,18,Nayarit,15,Metals,14805
2013,18,Nayarit,16,Machines,174283
2013,18,Nayarit,17,Transportation,471700
2013,18,Nayarit,20,Miscellaneous,147950
2013,19,Nuevo León,1,Animal Products,1074185288
2013,19,Nuevo León,2,Vegetable Products,319994810
2013,19,Nuevo León,3,Animal and Vegetable Bi-Products,28539921
2013,19,Nuevo León,4,Foodstuffs,1728694701
2013,19,Nuevo León,5,Mineral Products,643388063
2013,19,Nuevo León,6,Chemical Products,1666615331
2013,19,Nuevo León,7,Plastics and Rubbers,3245643192
2013,19,Nuevo León,8,Animal Hides,37371590
2013,19,Nuevo León,9,Wood Products,134132984
2013,19,Nuevo León,10,Paper Goods,914188250
2013,19,Nuevo León,11,Textiles,509521919
2013,19,Nuevo León,12,Footwear and Headwear,14963620
2013,19,Nuevo León,13,Stone and Glass,1612131109
2013,19,Nuevo León,14,Precious Metals,151172146
2013,19,Nuevo León,15,Metals,8089057908
2013,19,Nuevo León,16,Machines,22643814312
2013,19,Nuevo León,17,Transportation,3958031889
2013,19,Nuevo León,18,Instruments,1181068906
2013,19,Nuevo León,19,Weapons,129842
2013,19,Nuevo León,20,Miscellaneous,3485566753
2013,19,Nuevo León,21,Arts and Antiques,1177692
2013,20,Oaxaca,1,Animal Products,908343
2013,20,Oaxaca,2,Vegetable Products,13924111
2013,20,Oaxaca,4,Foodstuffs,5098356
2013,20,Oaxaca,7,Plastics and Rubbers,595257
2013,20,Oaxaca,8,Animal Hides,7924
2013,20,Oaxaca,10,Paper Goods,140300
2013,20,Oaxaca,13,Stone and Glass,1895
2013,20,Oaxaca,15,Metals,100766
2013,20,Oaxaca,16,Machines,1056045
2013,20,Oaxaca,17,Transportation,1635
2013,20,Oaxaca,18,Instruments,25902
2013,20,Oaxaca,20,Miscellaneous,3257
2013,21,Puebla,1,Animal Products,60897868
2013,21,Puebla,2,Vegetable Products,211405953
2013,21,Puebla,3,Animal and Vegetable Bi-Products,9698
2013,21,Puebla,4,Foodstuffs,26987498
2013,21,Puebla,5,Mineral Products,6562430
2013,21,Puebla,6,Chemical Products,50414382
2013,21,Puebla,7,Plastics and Rubbers,506429773
2013,21,Puebla,8,Animal Hides,11041719
2013,21,Puebla,9,Wood Products,9671640
2013,21,Puebla,10,Paper Goods,15922645
2013,21,Puebla,11,Textiles,661648585
2013,21,Puebla,12,Footwear and Headwear,3984682
2013,21,Puebla,13,Stone and Glass,26047081
2013,21,Puebla,14,Precious Metals,1626212
2013,21,Puebla,15,Metals,829531035
2013,21,Puebla,16,Machines,2903306695
2013,21,Puebla,17,Transportation,2429865708
2013,21,Puebla,18,Instruments,265515065
2013,21,Puebla,20,Miscellaneous,549377017
2013,22,Querétaro,1,Animal Products,33521815
2013,22,Querétaro,2,Vegetable Products,202973323
2013,22,Querétaro,3,Animal and Vegetable Bi-Products,338286
2013,22,Querétaro,4,Foodstuffs,44082025
2013,22,Querétaro,5,Mineral Products,21577791
2013,22,Querétaro,6,Chemical Products,304041258
2013,22,Querétaro,7,Plastics and Rubbers,1405357104
2013,22,Querétaro,8,Animal Hides,1252897
2013,22,Querétaro,9,Wood Products,13555453
2013,22,Querétaro,10,Paper Goods,114179067
2013,22,Querétaro,11,Textiles,115911768
2013,22,Querétaro,12,Footwear and Headwear,753709
2013,22,Querétaro,13,Stone and Glass,136689863
2013,22,Querétaro,14,Precious Metals,1250691
2013,22,Querétaro,15,Metals,1016585119
2013,22,Querétaro,16,Machines,3612814413
2013,22,Querétaro,17,Transportation,4569021745
2013,22,Querétaro,18,Instruments,232903130
2013,22,Querétaro,20,Miscellaneous,47846912
2013,23,Quintana Roo,1,Animal Products,28079682
2013,23,Quintana Roo,2,Vegetable Products,1068540
2013,23,Quintana Roo,3,Animal and Vegetable Bi-Products,469313
2013,23,Quintana Roo,4,Foodstuffs,27797799
2013,23,Quintana Roo,5,Mineral Products,318573
2013,23,Quintana Roo,6,Chemical Products,38602313
2013,23,Quintana Roo,7,Plastics and Rubbers,15072273
2013,23,Quintana Roo,8,Animal Hides,5252914
2013,23,Quintana Roo,9,Wood Products,2060616
2013,23,Quintana Roo,10,Paper Goods,3817879
2013,23,Quintana Roo,11,Textiles,29216084
2013,23,Quintana Roo,12,Footwear and Headwear,4101748
2013,23,Quintana Roo,13,Stone and Glass,7172114
2013,23,Quintana Roo,14,Precious Metals,59985542
2013,23,Quintana Roo,15,Metals,11819449
2013,23,Quintana Roo,16,Machines,25466061
2013,23,Quintana Roo,17,Transportation,1679085
2013,23,Quintana Roo,18,Instruments,38830518
2013,23,Quintana Roo,20,Miscellaneous,26474295
2013,23,Quintana Roo,21,Arts and Antiques,24910
2013,24,San Luis Potosí,2,Vegetable Products,47104564
2013,24,San Luis Potosí,3,Animal and Vegetable Bi-Products,9449
2013,24,San Luis Potosí,4,Foodstuffs,28496019
2013,24,San Luis Potosí,5,Mineral Products,6113225
2013,24,San Luis Potosí,6,Chemical Products,96034112
2013,24,San Luis Potosí,7,Plastics and Rubbers,881170039
2013,24,San Luis Potosí,8,Animal Hides,193944
2013,24,San Luis Potosí,9,Wood Products,479268
2013,24,San Luis Potosí,10,Paper Goods,38168825
2013,24,San Luis Potosí,11,Textiles,131961965
2013,24,San Luis Potosí,12,Footwear and Headwear,694288
2013,24,San Luis Potosí,13,Stone and Glass,48475872
2013,24,San Luis Potosí,14,Precious Metals,664761
2013,24,San Luis Potosí,15,Metals,604513227
2013,24,San Luis Potosí,16,Machines,2593599149
2013,24,San Luis Potosí,17,Transportation,753462845
2013,24,San Luis Potosí,18,Instruments,149954028
2013,24,San Luis Potosí,20,Miscellaneous,131768371
2013,25,Sinaloa,1,Animal Products,590025325
2013,25,Sinaloa,2,Vegetable Products,1422495319
2013,25,Sinaloa,4,Foodstuffs,43294246
2013,25,Sinaloa,5,Mineral Products,1479370
2013,25,Sinaloa,6,Chemical Products,23728438
2013,25,Sinaloa,7,Plastics and Rubbers,51041997
2013,25,Sinaloa,8,Animal Hides,19025254
2013,25,Sinaloa,9,Wood Products,104239
2013,25,Sinaloa,10,Paper Goods,20236150
2013,25,Sinaloa,11,Textiles,36266312
2013,25,Sinaloa,12,Footwear and Headwear,6093693
2013,25,Sinaloa,13,Stone and Glass,2473383
2013,25,Sinaloa,14,Precious Metals,1797987
2013,25,Sinaloa,15,Metals,24436299
2013,25,Sinaloa,16,Machines,101473065
2013,25,Sinaloa,17,Transportation,6743927
2013,25,Sinaloa,18,Instruments,3938012
2013,25,Sinaloa,20,Miscellaneous,76451042
2013,26,Sonora,1,Animal Products,621899349
2013,26,Sonora,2,Vegetable Products,1245028491
2013,26,Sonora,3,Animal and Vegetable Bi-Products,12534535
2013,26,Sonora,4,Foodstuffs,80345124
2013,26,Sonora,5,Mineral Products,179933851
2013,26,Sonora,6,Chemical Products,210229539
2013,26,Sonora,7,Plastics and Rubbers,974133480
2013,26,Sonora,8,Animal Hides,29565694
2013,26,Sonora,9,Wood Products,34380026
2013,26,Sonora,10,Paper Goods,298680845
2013,26,Sonora,11,Textiles,438305061
2013,26,Sonora,12,Footwear and Headwear,2167584
2013,26,Sonora,13,Stone and Glass,38664474
2013,26,Sonora,14,Precious Metals,854558798
2013,26,Sonora,15,Metals,1354597749
2013,26,Sonora,16,Machines,7176264419
2013,26,Sonora,17,Transportation,776028084
2013,26,Sonora,18,Instruments,691419514
2013,26,Sonora,20,Miscellaneous,213438938
2013,27,Tabasco,2,Vegetable Products,21082201
2013,27,Tabasco,5,Mineral Products,15571753
2013,27,Tabasco,6,Chemical Products,33583821
2013,27,Tabasco,7,Plastics and Rubbers,8870330
2013,27,Tabasco,8,Animal Hides,74562
2013,27,Tabasco,9,Wood Products,794
2013,27,Tabasco,10,Paper Goods,135421
2013,27,Tabasco,11,Textiles,380532
2013,27,Tabasco,12,Footwear and Headwear,3035
2013,27,Tabasco,13,Stone and Glass,1066477
2013,27,Tabasco,15,Metals,79130681
2013,27,Tabasco,16,Machines,340371919
2013,27,Tabasco,17,Transportation,192894
2013,27,Tabasco,18,Instruments,96723717
2013,27,Tabasco,20,Miscellaneous,4225841
2013,28,Tamaulipas,1,Animal Products,608228940
2013,28,Tamaulipas,2,Vegetable Products,368102937
2013,28,Tamaulipas,3,Animal and Vegetable Bi-Products,127086
2013,28,Tamaulipas,4,Foodstuffs,162151285
2013,28,Tamaulipas,5,Mineral Products,35331471
2013,28,Tamaulipas,6,Chemical Products,496997635
2013,28,Tamaulipas,7,Plastics and Rubbers,2765276799
2013,28,Tamaulipas,8,Animal Hides,91523024
2013,28,Tamaulipas,9,Wood Products,96725349
2013,28,Tamaulipas,10,Paper Goods,664495172
2013,28,Tamaulipas,11,Textiles,508273487
2013,28,Tamaulipas,12,Footwear and Headwear,5161303
2013,28,Tamaulipas,13,Stone and Glass,188232670
2013,28,Tamaulipas,14,Precious Metals,13187858
2013,28,Tamaulipas,15,Metals,2159337401
2013,28,Tamaulipas,16,Machines,23851512083
2013,28,Tamaulipas,17,Transportation,2544299023
2013,28,Tamaulipas,18,Instruments,2468722299
2013,28,Tamaulipas,19,Weapons,3170
2013,28,Tamaulipas,20,Miscellaneous,1110364899
2013,28,Tamaulipas,21,Arts and Antiques,112595
2013,29,Tlaxcala,5,Mineral Products,342116
2013,29,Tlaxcala,6,Chemical Products,2337543
2013,29,Tlaxcala,7,Plastics and Rubbers,17900277
2013,29,Tlaxcala,8,Animal Hides,216282
2013,29,Tlaxcala,10,Paper Goods,1655078
2013,29,Tlaxcala,11,Textiles,22402929
2013,29,Tlaxcala,13,Stone and Glass,29928
2013,29,Tlaxcala,14,Precious Metals,36330
2013,29,Tlaxcala,15,Metals,4690360
2013,29,Tlaxcala,16,Machines,77428397
2013,29,Tlaxcala,17,Transportation,7111191
2013,29,Tlaxcala,18,Instruments,1894940
2013,29,Tlaxcala,20,Miscellaneous,555778
2013,30,Veracruz de Ignacio de la Llave,1,Animal Products,4152003
2013,30,Veracruz de Ignacio de la Llave,2,Vegetable Products,360234712
2013,30,Veracruz de Ignacio de la Llave,4,Foodstuffs,404221879
2013,30,Veracruz de Ignacio de la Llave,5,Mineral Products,2926541
2013,30,Veracruz de Ignacio de la Llave,6,Chemical Products,101968935
2013,30,Veracruz de Ignacio de la Llave,7,Plastics and Rubbers,83838986
2013,30,Veracruz de Ignacio de la Llave,8,Animal Hides,225884
2013,30,Veracruz de Ignacio de la Llave,9,Wood Products,2380437
2013,30,Veracruz de Ignacio de la Llave,10,Paper Goods,32731182
2013,30,Veracruz de Ignacio de la Llave,11,Textiles,10012669
2013,30,Veracruz de Ignacio de la Llave,12,Footwear and Headwear,261054
2013,30,Veracruz de Ignacio de la Llave,13,Stone and Glass,4971111
2013,30,Veracruz de Ignacio de la Llave,14,Precious Metals,28467
2013,30,Veracruz de Ignacio de la Llave,15,Metals,528447214
2013,30,Veracruz de Ignacio de la Llave,16,Machines,515310233
2013,30,Veracruz de Ignacio de la Llave,17,Transportation,6346006
2013,30,Veracruz de Ignacio de la Llave,18,Instruments,22898345
2013,30,Veracruz de Ignacio de la Llave,20,Miscellaneous,18048692
2013,31,Yucatán,1,Animal Products,155070790
2013,31,Yucatán,2,Vegetable Products,201775919
2013,31,Yucatán,3,Animal and Vegetable Bi-Products,6303481
2013,31,Yucatán,4,Foodstuffs,31932322
2013,31,Yucatán,5,Mineral Products,2837311
2013,31,Yucatán,6,Chemical Products,9272249
2013,31,Yucatán,7,Plastics and Rubbers,40399133
2013,31,Yucatán,8,Animal Hides,757879
2013,31,Yucatán,9,Wood Products,2704283
2013,31,Yucatán,10,Paper Goods,12557856
2013,31,Yucatán,11,Textiles,350167207
2013,31,Yucatán,12,Footwear and Headwear,573924
2013,31,Yucatán,13,Stone and Glass,4616524
2013,31,Yucatán,14,Precious Metals,935993856
2013,31,Yucatán,15,Metals,21826576
2013,31,Yucatán,16,Machines,97083241
2013,31,Yucatán,17,Transportation,5646951
2013,31,Yucatán,18,Instruments,7646682
2013,31,Yucatán,19,Weapons,216229
2013,31,Yucatán,20,Miscellaneous,13037978
2013,32,Zacatecas,1,Animal Products,2024913
2013,32,Zacatecas,2,Vegetable Products,1190332
2013,32,Zacatecas,4,Foodstuffs,279823
2013,32,Zacatecas,5,Mineral Products,72622851
2013,32,Zacatecas,6,Chemical Products,632186
2013,32,Zacatecas,7,Plastics and Rubbers,31393260
2013,32,Zacatecas,10,Paper Goods,1911573
2013,32,Zacatecas,11,Textiles,453656
2013,32,Zacatecas,12,Footwear and Headwear,26631
2013,32,Zacatecas,13,Stone and Glass,431137
2013,32,Zacatecas,15,Metals,18196559
2013,32,Zacatecas,16,Machines,131132353
2013,32,Zacatecas,17,Transportation,88012974
2013,32,Zacatecas,18,Instruments,4438711
2013,32,Zacatecas,20,Miscellaneous,159519
2013,33,No Informado,1,Animal Products,26599315
2013,33,No Informado,2,Vegetable Products,64054838
2013,33,No Informado,3,Animal and Vegetable Bi-Products,7518572
2013,33,No Informado,4,Foodstuffs,66953896
2013,33,No Informado,5,Mineral Products,29376727
2013,33,No Informado,6,Chemical Products,178397623
2013,33,No Informado,7,Plastics and Rubbers,596149248
2013,33,No Informado,8,Animal Hides,23978868
2013,33,No Informado,9,Wood Products,10858375
2013,33,No Informado,10,Paper Goods,108568648
2013,33,No Informado,11,Textiles,279459123
2013,33,No Informado,12,Footwear and Headwear,73895292
2013,33,No Informado,13,Stone and Glass,80929670
2013,33,No Informado,14,Precious Metals,4170410
2013,33,No Informado,15,Metals,733929438
2013,33,No Informado,16,Machines,6692477905
2013,33,No Informado,17,Transportation,4192409374
2013,33,No Informado,18,Instruments,397169845
2013,33,No Informado,20,Miscellaneous,260249535
2014,1,Aguascalientes,1,Animal Products,50355335
2014,1,Aguascalientes,2,Vegetable Products,63322240
2014,1,Aguascalientes,4,Foodstuffs,2523303
2014,1,Aguascalientes,5,Mineral Products,19237275
2014,1,Aguascalientes,6,Chemical Products,34882145
2014,1,Aguascalientes,7,Plastics and Rubbers,391161616
2014,1,Aguascalientes,8,Animal Hides,19450720
2014,1,Aguascalientes,9,Wood Products,29413
2014,1,Aguascalientes,10,Paper Goods,9549860
2014,1,Aguascalientes,11,Textiles,236896734
2014,1,Aguascalientes,12,Footwear and Headwear,1959700
2014,1,Aguascalientes,13,Stone and Glass,41190585
2014,1,Aguascalientes,14,Precious Metals,12494
2014,1,Aguascalientes,15,Metals,661569879
2014,1,Aguascalientes,16,Machines,1436193801
2014,1,Aguascalientes,17,Transportation,1524683681
2014,1,Aguascalientes,18,Instruments,484237254
2014,1,Aguascalientes,20,Miscellaneous,76603328
2014,2,Baja California,1,Animal Products,512226803
2014,2,Baja California,2,Vegetable Products,1066568024
2014,2,Baja California,3,Animal and Vegetable Bi-Products,24683440
2014,2,Baja California,4,Foodstuffs,327163032
2014,2,Baja California,5,Mineral Products,272667304
2014,2,Baja California,6,Chemical Products,805512054
2014,2,Baja California,7,Plastics and Rubbers,4219987732
2014,2,Baja California,8,Animal Hides,128752912
2014,2,Baja California,9,Wood Products,412502436
2014,2,Baja California,10,Paper Goods,1200434755
2014,2,Baja California,11,Textiles,1470904430
