Year,State ID,State,Chapter ID,Chapter,Trade Value
2006,1,Aguascalientes,1,Animal Products,4129430
2006,1,Aguascalientes,2,Vegetable Products,5802595
2006,1,Aguascalientes,4,Foodstuffs,5355297
2006,1,Aguascalientes,5,Mineral Products,3788051
2006,1,Aguascalientes,6,Chemical Products,11898986
2006,1,Aguascalientes,7,Plastics and Rubbers,137942472
2006,1,Aguascalientes,8,Animal Hides,765094
2006,1,Aguascalientes,9,Wood Products,1152
2006,1,Aguascalientes,10,Paper Goods,5864101
2006,1,Aguascalientes,11,Textiles,332333430
2006,1,Aguascalientes,12,Footwear and Headwear,115741
2006,1,Aguascalientes,13,Stone and Glass,14470667
2006,1,Aguascalientes,14,Precious Metals,11232
2006,1,Aguascalientes,15,Metals,268165003
2006,1,Aguascalientes,16,Machines,532895675
2006,1,Aguascalientes,17,Transportation,208816205
2006,1,Aguascalientes,18,Instruments,113634684
2006,1,Aguascalientes,20,Miscellaneous,29847274
2006,2,Baja California,1,Animal Products,161938244
2006,2,Baja California,2,Vegetable Products,556008579
2006,2,Baja California,3,Animal and Vegetable Bi-Products,13070485
2006,2,Baja California,4,Foodstuffs,217605055
2006,2,Baja California,5,Mineral Products,74006579
2006,2,Baja California,6,Chemical Products,426674617
2006,2,Baja California,7,Plastics and Rubbers,2280699826
2006,2,Baja California,8,Animal Hides,71911362
2006,2,Baja California,9,Wood Products,275280395
2006,2,Baja California,10,Paper Goods,623300080
2006,2,Baja California,11,Textiles,822477404
2006,2,Baja California,12,Footwear and Headwear,13675918
2006,2,Baja California,13,Stone and Glass,598349516
2006,2,Baja California,14,Precious Metals,31106201
2006,2,Baja California,15,Metals,2865031572
2006,2,Baja California,16,Machines,14288726147
2006,2,Baja California,17,Transportation,679215481
2006,2,Baja California,18,Instruments,4369669593
2006,2,Baja California,19,Weapons,2311
2006,2,Baja California,20,Miscellaneous,1206489571
2006,2,Baja California,21,Arts and Antiques,286398
2006,3,Baja California Sur,1,Animal Products,5898633
2006,3,Baja California Sur,2,Vegetable Products,127891058
2006,3,Baja California Sur,3,Animal and Vegetable Bi-Products,225924
2006,3,Baja California Sur,4,Foodstuffs,8717031
2006,3,Baja California Sur,5,Mineral Products,570330
2006,3,Baja California Sur,6,Chemical Products,2299712
2006,3,Baja California Sur,7,Plastics and Rubbers,7850300
2006,3,Baja California Sur,8,Animal Hides,492074
2006,3,Baja California Sur,9,Wood Products,1314420
2006,3,Baja California Sur,10,Paper Goods,7351636
2006,3,Baja California Sur,11,Textiles,5264189
2006,3,Baja California Sur,12,Footwear and Headwear,448866
2006,3,Baja California Sur,13,Stone and Glass,586636
2006,3,Baja California Sur,14,Precious Metals,828198
2006,3,Baja California Sur,15,Metals,2573772
2006,3,Baja California Sur,16,Machines,15211978
2006,3,Baja California Sur,17,Transportation,9274773
2006,3,Baja California Sur,18,Instruments,2543112
2006,3,Baja California Sur,20,Miscellaneous,5146442
2006,4,Campeche,5,Mineral Products,453288
2006,4,Campeche,6,Chemical Products,1351753
2006,4,Campeche,7,Plastics and Rubbers,6190553
2006,4,Campeche,8,Animal Hides,9509
2006,4,Campeche,9,Wood Products,946
2006,4,Campeche,10,Paper Goods,2006609
2006,4,Campeche,11,Textiles,223734704
2006,4,Campeche,12,Footwear and Headwear,3286
2006,4,Campeche,13,Stone and Glass,196622
2006,4,Campeche,15,Metals,13556522
2006,4,Campeche,16,Machines,28860697
2006,4,Campeche,17,Transportation,59022
2006,4,Campeche,18,Instruments,1936966
2006,4,Campeche,20,Miscellaneous,559878
2006,5,Coahuila de Zaragoza,1,Animal Products,45556841
2006,5,Coahuila de Zaragoza,2,Vegetable Products,23081440
2006,5,Coahuila de Zaragoza,3,Animal and Vegetable Bi-Products,3129362
2006,5,Coahuila de Zaragoza,4,Foodstuffs,7033846
2006,5,Coahuila de Zaragoza,5,Mineral Products,104997419
2006,5,Coahuila de Zaragoza,6,Chemical Products,110233124
2006,5,Coahuila de Zaragoza,7,Plastics and Rubbers,946832142
2006,5,Coahuila de Zaragoza,8,Animal Hides,271782760
2006,5,Coahuila de Zaragoza,9,Wood Products,6466708
2006,5,Coahuila de Zaragoza,10,Paper Goods,123628810
2006,5,Coahuila de Zaragoza,11,Textiles,1751944161
2006,5,Coahuila de Zaragoza,12,Footwear and Headwear,103852
2006,5,Coahuila de Zaragoza,13,Stone and Glass,139358584
2006,5,Coahuila de Zaragoza,14,Precious Metals,221976
2006,5,Coahuila de Zaragoza,15,Metals,1162591863
2006,5,Coahuila de Zaragoza,16,Machines,3747195934
2006,5,Coahuila de Zaragoza,17,Transportation,1666413900
2006,5,Coahuila de Zaragoza,18,Instruments,119772350
2006,5,Coahuila de Zaragoza,20,Miscellaneous,1553696892
2006,5,Coahuila de Zaragoza,21,Arts and Antiques,22160
2006,6,Colima,2,Vegetable Products,12327101
2006,6,Colima,4,Foodstuffs,734674
2006,6,Colima,6,Chemical Products,1204140
2006,6,Colima,7,Plastics and Rubbers,352714
2006,6,Colima,10,Paper Goods,252807
2006,6,Colima,15,Metals,131945
2006,6,Colima,16,Machines,1629137
2006,6,Colima,17,Transportation,3127
2006,6,Colima,18,Instruments,1455
2006,7,Chiapas,1,Animal Products,604026
2006,7,Chiapas,2,Vegetable Products,95642514
2006,7,Chiapas,4,Foodstuffs,960860
2006,7,Chiapas,7,Plastics and Rubbers,183307
2006,7,Chiapas,10,Paper Goods,1045538
2006,7,Chiapas,11,Textiles,196921
2006,7,Chiapas,15,Metals,16251
2006,7,Chiapas,16,Machines,263779
2006,7,Chiapas,20,Miscellaneous,1271
2006,8,Chihuahua,1,Animal Products,244075948
2006,8,Chihuahua,2,Vegetable Products,259471681
2006,8,Chihuahua,3,Animal and Vegetable Bi-Products,4179038
2006,8,Chihuahua,4,Foodstuffs,233500414
2006,8,Chihuahua,5,Mineral Products,34840111
2006,8,Chihuahua,6,Chemical Products,335836805
2006,8,Chihuahua,7,Plastics and Rubbers,3677217678
2006,8,Chihuahua,8,Animal Hides,309984502
2006,8,Chihuahua,9,Wood Products,69996593
2006,8,Chihuahua,10,Paper Goods,744686955
2006,8,Chihuahua,11,Textiles,960613185
2006,8,Chihuahua,12,Footwear and Headwear,1796722
2006,8,Chihuahua,13,Stone and Glass,180532746
2006,8,Chihuahua,14,Precious Metals,10113479
2006,8,Chihuahua,15,Metals,2771616994
2006,8,Chihuahua,16,Machines,22879794301
2006,8,Chihuahua,17,Transportation,2607724743
2006,8,Chihuahua,18,Instruments,4244621666
2006,8,Chihuahua,20,Miscellaneous,1882725272
2006,8,Chihuahua,21,Arts and Antiques,23288
2006,9,Ciudad de México,1,Animal Products,953188135
2006,9,Ciudad de México,2,Vegetable Products,740001579
2006,9,Ciudad de México,3,Animal and Vegetable Bi-Products,86168210
2006,9,Ciudad de México,4,Foodstuffs,2711194802
2006,9,Ciudad de México,5,Mineral Products,7328912304
2006,9,Ciudad de México,6,Chemical Products,9308882760
2006,9,Ciudad de México,7,Plastics and Rubbers,4003718913
2006,9,Ciudad de México,8,Animal Hides,181026378
2006,9,Ciudad de México,9,Wood Products,63668660
2006,9,Ciudad de México,10,Paper Goods,1805672128
2006,9,Ciudad de México,11,Textiles,2234191536
2006,9,Ciudad de México,12,Footwear and Headwear,215098637
2006,9,Ciudad de México,13,Stone and Glass,327175950
2006,9,Ciudad de México,14,Precious Metals,191911955
2006,9,Ciudad de México,15,Metals,3012051519
2006,9,Ciudad de México,16,Machines,12884470244
2006,9,Ciudad de México,17,Transportation,21826490335
2006,9,Ciudad de México,18,Instruments,1769827593
2006,9,Ciudad de México,19,Weapons,365279
2006,9,Ciudad de México,20,Miscellaneous,1442594724
2006,9,Ciudad de México,21,Arts and Antiques,9719945
2006,10,Durango,1,Animal Products,3061824
2006,10,Durango,2,Vegetable Products,23887854
2006,10,Durango,4,Foodstuffs,83660410
2006,10,Durango,5,Mineral Products,604818
2006,10,Durango,6,Chemical Products,2092214
2006,10,Durango,7,Plastics and Rubbers,41696080
2006,10,Durango,8,Animal Hides,1370860
2006,10,Durango,9,Wood Products,75778350
2006,10,Durango,10,Paper Goods,15238332
2006,10,Durango,11,Textiles,534420292
2006,10,Durango,13,Stone and Glass,58357353
2006,10,Durango,14,Precious Metals,27951103
2006,10,Durango,15,Metals,16789564
2006,10,Durango,16,Machines,58299910
2006,10,Durango,17,Transportation,5654405
2006,10,Durango,18,Instruments,2068063
2006,10,Durango,20,Miscellaneous,12157013
2006,11,Guanajuato,1,Animal Products,29250770
2006,11,Guanajuato,2,Vegetable Products,428756153
2006,11,Guanajuato,3,Animal and Vegetable Bi-Products,100541
2006,11,Guanajuato,4,Foodstuffs,91124617
2006,11,Guanajuato,5,Mineral Products,19971701
2006,11,Guanajuato,6,Chemical Products,148086206
2006,11,Guanajuato,7,Plastics and Rubbers,420827273
2006,11,Guanajuato,8,Animal Hides,376819508
2006,11,Guanajuato,9,Wood Products,881112
2006,11,Guanajuato,10,Paper Goods,172018864
2006,11,Guanajuato,11,Textiles,342860657
2006,11,Guanajuato,12,Footwear and Headwear,284368695
2006,11,Guanajuato,13,Stone and Glass,16868838
2006,11,Guanajuato,14,Precious Metals,764676
2006,11,Guanajuato,15,Metals,174027182
2006,11,Guanajuato,16,Machines,348721018
2006,11,Guanajuato,17,Transportation,477985523
2006,11,Guanajuato,18,Instruments,29607858
2006,11,Guanajuato,20,Miscellaneous,74934750
2006,12,Guerrero,7,Plastics and Rubbers,170328
2006,12,Guerrero,8,Animal Hides,11096
2006,12,Guerrero,10,Paper Goods,32865
2006,12,Guerrero,11,Textiles,519947
2006,12,Guerrero,14,Precious Metals,39069630
2006,12,Guerrero,15,Metals,106770
2006,12,Guerrero,16,Machines,318292
2006,12,Guerrero,17,Transportation,10504
2006,12,Guerrero,18,Instruments,109599
2006,12,Guerrero,20,Miscellaneous,93924
2006,13,Hidalgo,2,Vegetable Products,4920192
2006,13,Hidalgo,5,Mineral Products,42250
2006,13,Hidalgo,6,Chemical Products,2913000
2006,13,Hidalgo,7,Plastics and Rubbers,9588352
2006,13,Hidalgo,10,Paper Goods,1657941
2006,13,Hidalgo,11,Textiles,4135112
2006,13,Hidalgo,13,Stone and Glass,4779165
2006,13,Hidalgo,15,Metals,26555928
2006,13,Hidalgo,16,Machines,31203143
2006,13,Hidalgo,17,Transportation,35530802
2006,13,Hidalgo,18,Instruments,1199952
2006,13,Hidalgo,20,Miscellaneous,24854
2006,14,Jalisco,1,Animal Products,47950342
2006,14,Jalisco,2,Vegetable Products,713737163
2006,14,Jalisco,3,Animal and Vegetable Bi-Products,4047818
2006,14,Jalisco,4,Foodstuffs,938701142
2006,14,Jalisco,5,Mineral Products,82625077
2006,14,Jalisco,6,Chemical Products,602902493
2006,14,Jalisco,7,Plastics and Rubbers,978935506
2006,14,Jalisco,8,Animal Hides,76767135
2006,14,Jalisco,9,Wood Products,68890741
2006,14,Jalisco,10,Paper Goods,103901787
2006,14,Jalisco,11,Textiles,347076564
2006,14,Jalisco,12,Footwear and Headwear,86537067
2006,14,Jalisco,13,Stone and Glass,99785382
2006,14,Jalisco,14,Precious Metals,46387069
2006,14,Jalisco,15,Metals,706954954
2006,14,Jalisco,16,Machines,10445031160
2006,14,Jalisco,17,Transportation,1441975469
2006,14,Jalisco,18,Instruments,648498536
2006,14,Jalisco,20,Miscellaneous,241385497
2006,14,Jalisco,21,Arts and Antiques,452184
2006,15,Estado de México,1,Animal Products,134666115
2006,15,Estado de México,2,Vegetable Products,112560556
2006,15,Estado de México,3,Animal and Vegetable Bi-Products,23220493
2006,15,Estado de México,4,Foodstuffs,545874922
2006,15,Estado de México,5,Mineral Products,122485244
2006,15,Estado de México,6,Chemical Products,2530834540
2006,15,Estado de México,7,Plastics and Rubbers,1906725536
2006,15,Estado de México,8,Animal Hides,40991782
2006,15,Estado de México,9,Wood Products,50418317
2006,15,Estado de México,10,Paper Goods,419881152
2006,15,Estado de México,11,Textiles,858057951
2006,15,Estado de México,12,Footwear and Headwear,43916968
2006,15,Estado de México,13,Stone and Glass,189859458
2006,15,Estado de México,14,Precious Metals,52854789
2006,15,Estado de México,15,Metals,1958329542
2006,15,Estado de México,16,Machines,5453870248
2006,15,Estado de México,17,Transportation,1191682105
2006,15,Estado de México,18,Instruments,326087855
2006,15,Estado de México,20,Miscellaneous,483300716
2006,15,Estado de México,21,Arts and Antiques,78655
2006,16,Michoacán de Ocampo,2,Vegetable Products,409654399
2006,16,Michoacán de Ocampo,3,Animal and Vegetable Bi-Products,1419468
2006,16,Michoacán de Ocampo,4,Foodstuffs,53606785
2006,16,Michoacán de Ocampo,5,Mineral Products,2543
2006,16,Michoacán de Ocampo,6,Chemical Products,4697291
2006,16,Michoacán de Ocampo,7,Plastics and Rubbers,69459527
2006,16,Michoacán de Ocampo,8,Animal Hides,454
2006,16,Michoacán de Ocampo,9,Wood Products,73923
2006,16,Michoacán de Ocampo,10,Paper Goods,4684286
2006,16,Michoacán de Ocampo,11,Textiles,476177
2006,16,Michoacán de Ocampo,12,Footwear and Headwear,228956
2006,16,Michoacán de Ocampo,13,Stone and Glass,465501
2006,16,Michoacán de Ocampo,14,Precious Metals,1639
2006,16,Michoacán de Ocampo,15,Metals,4179157
2006,16,Michoacán de Ocampo,16,Machines,17845047
2006,16,Michoacán de Ocampo,17,Transportation,1061897
2006,16,Michoacán de Ocampo,18,Instruments,1990722
2006,16,Michoacán de Ocampo,20,Miscellaneous,4253631
2006,17,Morelos,2,Vegetable Products,12049485
2006,17,Morelos,3,Animal and Vegetable Bi-Products,4935
2006,17,Morelos,5,Mineral Products,466466
2006,17,Morelos,6,Chemical Products,3766711
2006,17,Morelos,7,Plastics and Rubbers,12214016
2006,17,Morelos,8,Animal Hides,32019
2006,17,Morelos,9,Wood Products,614
2006,17,Morelos,10,Paper Goods,975875
2006,17,Morelos,11,Textiles,3050308
2006,17,Morelos,13,Stone and Glass,42430
2006,17,Morelos,15,Metals,7713264
2006,17,Morelos,16,Machines,44428970
2006,17,Morelos,17,Transportation,6589124
2006,17,Morelos,18,Instruments,35389585
2006,17,Morelos,20,Miscellaneous,2608532
2006,18,Nayarit,2,Vegetable Products,7403801
2006,18,Nayarit,7,Plastics and Rubbers,146187
2006,18,Nayarit,10,Paper Goods,618183
2006,18,Nayarit,15,Metals,62362
2006,18,Nayarit,16,Machines,1068792
2006,18,Nayarit,17,Transportation,445122
2006,18,Nayarit,20,Miscellaneous,144263
2006,19,Nuevo León,1,Animal Products,846274029
2006,19,Nuevo León,2,Vegetable Products,187129048
2006,19,Nuevo León,3,Animal and Vegetable Bi-Products,7551518
2006,19,Nuevo León,4,Foodstuffs,450880630
2006,19,Nuevo León,5,Mineral Products,368898218
2006,19,Nuevo León,6,Chemical Products,864069239
2006,19,Nuevo León,7,Plastics and Rubbers,2202364163
2006,19,Nuevo León,8,Animal Hides,19123690
2006,19,Nuevo León,9,Wood Products,119556906
2006,19,Nuevo León,10,Paper Goods,626279800
2006,19,Nuevo León,11,Textiles,318362047
2006,19,Nuevo León,12,Footwear and Headwear,5786886
2006,19,Nuevo León,13,Stone and Glass,1004236782
2006,19,Nuevo León,14,Precious Metals,13352514
2006,19,Nuevo León,15,Metals,5735694619
2006,19,Nuevo León,16,Machines,12835601633
2006,19,Nuevo León,17,Transportation,1512090792
2006,19,Nuevo León,18,Instruments,979203902
2006,19,Nuevo León,20,Miscellaneous,1143195017
2006,19,Nuevo León,21,Arts and Antiques,159516
2006,20,Oaxaca,2,Vegetable Products,10393469
2006,20,Oaxaca,4,Foodstuffs,1591357
2006,20,Oaxaca,7,Plastics and Rubbers,482539
2006,20,Oaxaca,10,Paper Goods,381757
2006,20,Oaxaca,15,Metals,27750
2006,20,Oaxaca,16,Machines,190230
2006,21,Puebla,1,Animal Products,10969139
2006,21,Puebla,2,Vegetable Products,43947757
2006,21,Puebla,4,Foodstuffs,20548480
2006,21,Puebla,5,Mineral Products,3248765
2006,21,Puebla,6,Chemical Products,16481890
2006,21,Puebla,7,Plastics and Rubbers,216729006
2006,21,Puebla,8,Animal Hides,5089048
2006,21,Puebla,9,Wood Products,7797384
2006,21,Puebla,10,Paper Goods,14777466
2006,21,Puebla,11,Textiles,1051920630
2006,21,Puebla,12,Footwear and Headwear,4592466
2006,21,Puebla,13,Stone and Glass,17734759
2006,21,Puebla,14,Precious Metals,965394
2006,21,Puebla,15,Metals,214455830
2006,21,Puebla,16,Machines,789749142
2006,21,Puebla,17,Transportation,719723438
2006,21,Puebla,18,Instruments,82284991
2006,21,Puebla,20,Miscellaneous,88594348
2006,22,Querétaro,1,Animal Products,1603148
2006,22,Querétaro,2,Vegetable Products,187446292
2006,22,Querétaro,4,Foodstuffs,9510472
2006,22,Querétaro,5,Mineral Products,7014280
2006,22,Querétaro,6,Chemical Products,141619174
2006,22,Querétaro,7,Plastics and Rubbers,534343501
2006,22,Querétaro,8,Animal Hides,1070061
2006,22,Querétaro,9,Wood Products,3321173
2006,22,Querétaro,10,Paper Goods,38843454
2006,22,Querétaro,11,Textiles,88099695
2006,22,Querétaro,12,Footwear and Headwear,18859
2006,22,Querétaro,13,Stone and Glass,80128009
2006,22,Querétaro,14,Precious Metals,557216
2006,22,Querétaro,15,Metals,564705773
2006,22,Querétaro,16,Machines,1615828023
2006,22,Querétaro,17,Transportation,1231197405
2006,22,Querétaro,18,Instruments,136803130
2006,22,Querétaro,20,Miscellaneous,28594040
2006,23,Quintana Roo,1,Animal Products,11664233
2006,23,Quintana Roo,2,Vegetable Products,509254
2006,23,Quintana Roo,3,Animal and Vegetable Bi-Products,541972
2006,23,Quintana Roo,4,Foodstuffs,21595372
2006,23,Quintana Roo,5,Mineral Products,14241271
2006,23,Quintana Roo,6,Chemical Products,35200004
2006,23,Quintana Roo,7,Plastics and Rubbers,8242800
2006,23,Quintana Roo,8,Animal Hides,3642253
2006,23,Quintana Roo,9,Wood Products,2566353
2006,23,Quintana Roo,10,Paper Goods,3010980
2006,23,Quintana Roo,11,Textiles,24866560
2006,23,Quintana Roo,12,Footwear and Headwear,2181411
2006,23,Quintana Roo,13,Stone and Glass,12133877
2006,23,Quintana Roo,14,Precious Metals,71598765
2006,23,Quintana Roo,15,Metals,13291327
2006,23,Quintana Roo,16,Machines,52157280
2006,23,Quintana Roo,17,Transportation,3376696
2006,23,Quintana Roo,18,Instruments,37550187
2006,23,Quintana Roo,20,Miscellaneous,33228167
2006,23,Quintana Roo,21,Arts and Antiques,50468
2006,24,San Luis Potosí,2,Vegetable Products,16951329
2006,24,San Luis Potosí,4,Foodstuffs,23912464
2006,24,San Luis Potosí,5,Mineral Products,1618269
2006,24,San Luis Potosí,6,Chemical Products,22188100
2006,24,San Luis Potosí,7,Plastics and Rubbers,190597703
2006,24,San Luis Potosí,8,Animal Hides,121679
2006,24,San Luis Potosí,9,Wood Products,1235426
2006,24,San Luis Potosí,10,Paper Goods,13072907
2006,24,San Luis Potosí,11,Textiles,48448731
2006,24,San Luis Potosí,12,Footwear and Headwear,30350
2006,24,San Luis Potosí,13,Stone and Glass,17333338
2006,24,San Luis Potosí,14,Precious Metals,259144
2006,24,San Luis Potosí,15,Metals,285717829
2006,24,San Luis Potosí,16,Machines,766542416
2006,24,San Luis Potosí,17,Transportation,265443772
2006,24,San Luis Potosí,18,Instruments,34522881
2006,24,San Luis Potosí,20,Miscellaneous,8236105
2006,25,Sinaloa,1,Animal Products,11103093
2006,25,Sinaloa,2,Vegetable Products,792324065
2006,25,Sinaloa,4,Foodstuffs,3264233
2006,25,Sinaloa,5,Mineral Products,1480290
2006,25,Sinaloa,6,Chemical Products,16965780
2006,25,Sinaloa,7,Plastics and Rubbers,31933068
2006,25,Sinaloa,8,Animal Hides,6104052
2006,25,Sinaloa,9,Wood Products,2137740
2006,25,Sinaloa,10,Paper Goods,37161551
2006,25,Sinaloa,11,Textiles,45603991
2006,25,Sinaloa,12,Footwear and Headwear,466941
2006,25,Sinaloa,13,Stone and Glass,1082409
2006,25,Sinaloa,14,Precious Metals,1958538
2006,25,Sinaloa,15,Metals,14154824
2006,25,Sinaloa,16,Machines,46214156
2006,25,Sinaloa,17,Transportation,3164321
2006,25,Sinaloa,18,Instruments,5196797
2006,25,Sinaloa,20,Miscellaneous,55458741
2006,26,Sonora,1,Animal Products,252392279
2006,26,Sonora,2,Vegetable Products,521032299
2006,26,Sonora,3,Animal and Vegetable Bi-Products,878682
2006,26,Sonora,4,Foodstuffs,35869794
2006,26,Sonora,5,Mineral Products,17957975
2006,26,Sonora,6,Chemical Products,146197418
2006,26,Sonora,7,Plastics and Rubbers,605399764
2006,26,Sonora,8,Animal Hides,12278518
2006,26,Sonora,9,Wood Products,39389662
2006,26,Sonora,10,Paper Goods,216568600
2006,26,Sonora,11,Textiles,480332207
2006,26,Sonora,12,Footwear and Headwear,667807
2006,26,Sonora,13,Stone and Glass,19956877
2006,26,Sonora,14,Precious Metals,1311252
2006,26,Sonora,15,Metals,942225146
2006,26,Sonora,16,Machines,4226461175
2006,26,Sonora,17,Transportation,337568127
2006,26,Sonora,18,Instruments,483830031
2006,26,Sonora,20,Miscellaneous,111883513
2006,26,Sonora,21,Arts and Antiques,28146
2006,27,Tabasco,2,Vegetable Products,3358095
2006,27,Tabasco,5,Mineral Products,4236591
2006,27,Tabasco,6,Chemical Products,18819205
2006,27,Tabasco,7,Plastics and Rubbers,7998407
2006,27,Tabasco,9,Wood Products,9257
2006,27,Tabasco,10,Paper Goods,236188
2006,27,Tabasco,11,Textiles,44634
2006,27,Tabasco,12,Footwear and Headwear,3996
2006,27,Tabasco,13,Stone and Glass,4262
2006,27,Tabasco,15,Metals,13714304
2006,27,Tabasco,16,Machines,69707169
2006,27,Tabasco,17,Transportation,374601
2006,27,Tabasco,18,Instruments,6805323
2006,27,Tabasco,20,Miscellaneous,184536
2006,28,Tamaulipas,1,Animal Products,196741469
2006,28,Tamaulipas,2,Vegetable Products,192074608
2006,28,Tamaulipas,3,Animal and Vegetable Bi-Products,267299
2006,28,Tamaulipas,4,Foodstuffs,55229805
2006,28,Tamaulipas,5,Mineral Products,28709386
2006,28,Tamaulipas,6,Chemical Products,381686910
2006,28,Tamaulipas,7,Plastics and Rubbers,1584934413
2006,28,Tamaulipas,8,Animal Hides,89186560
2006,28,Tamaulipas,9,Wood Products,90943589
2006,28,Tamaulipas,10,Paper Goods,549838463
2006,28,Tamaulipas,11,Textiles,427046290
2006,28,Tamaulipas,12,Footwear and Headwear,896153
2006,28,Tamaulipas,13,Stone and Glass,147737537
2006,28,Tamaulipas,14,Precious Metals,14352304
2006,28,Tamaulipas,15,Metals,1426869210
2006,28,Tamaulipas,16,Machines,14094299338
2006,28,Tamaulipas,17,Transportation,1658703441
2006,28,Tamaulipas,18,Instruments,1223922448
2006,28,Tamaulipas,20,Miscellaneous,362256573
2006,28,Tamaulipas,21,Arts and Antiques,35341
2006,29,Tlaxcala,6,Chemical Products,6392723
2006,29,Tlaxcala,7,Plastics and Rubbers,22771412
2006,29,Tlaxcala,8,Animal Hides,45612
2006,29,Tlaxcala,10,Paper Goods,3662374
2006,29,Tlaxcala,11,Textiles,62774769
2006,29,Tlaxcala,13,Stone and Glass,4759212
2006,29,Tlaxcala,15,Metals,10370804
2006,29,Tlaxcala,16,Machines,79905067
2006,29,Tlaxcala,17,Transportation,1534607
2006,29,Tlaxcala,18,Instruments,355430
2006,29,Tlaxcala,20,Miscellaneous,1184397
2006,30,Veracruz de Ignacio de la Llave,1,Animal Products,4735460
2006,30,Veracruz de Ignacio de la Llave,2,Vegetable Products,293017298
2006,30,Veracruz de Ignacio de la Llave,3,Animal and Vegetable Bi-Products,597350
2006,30,Veracruz de Ignacio de la Llave,4,Foodstuffs,55839612
2006,30,Veracruz de Ignacio de la Llave,5,Mineral Products,763878
2006,30,Veracruz de Ignacio de la Llave,6,Chemical Products,17013610
2006,30,Veracruz de Ignacio de la Llave,7,Plastics and Rubbers,30920800
2006,30,Veracruz de Ignacio de la Llave,8,Animal Hides,418420
2006,30,Veracruz de Ignacio de la Llave,9,Wood Products,105505
2006,30,Veracruz de Ignacio de la Llave,10,Paper Goods,16944404
2006,30,Veracruz de Ignacio de la Llave,11,Textiles,5566356
2006,30,Veracruz de Ignacio de la Llave,13,Stone and Glass,10455486
2006,30,Veracruz de Ignacio de la Llave,14,Precious Metals,34766
2006,30,Veracruz de Ignacio de la Llave,15,Metals,77456595
2006,30,Veracruz de Ignacio de la Llave,16,Machines,196024669
2006,30,Veracruz de Ignacio de la Llave,17,Transportation,3853231
2006,30,Veracruz de Ignacio de la Llave,18,Instruments,17280186
2006,30,Veracruz de Ignacio de la Llave,20,Miscellaneous,3968104
2006,31,Yucatán,1,Animal Products,46496978
2006,31,Yucatán,2,Vegetable Products,15943553
2006,31,Yucatán,3,Animal and Vegetable Bi-Products,1807423
2006,31,Yucatán,4,Foodstuffs,5216804
2006,31,Yucatán,5,Mineral Products,233804
2006,31,Yucatán,6,Chemical Products,8214384
2006,31,Yucatán,7,Plastics and Rubbers,28185450
2006,31,Yucatán,8,Animal Hides,2645699
2006,31,Yucatán,9,Wood Products,7152508
2006,31,Yucatán,10,Paper Goods,13948978
2006,31,Yucatán,11,Textiles,684868608
2006,31,Yucatán,12,Footwear and Headwear,135758
2006,31,Yucatán,13,Stone and Glass,4100202
2006,31,Yucatán,14,Precious Metals,718573932
2006,31,Yucatán,15,Metals,11652746
2006,31,Yucatán,16,Machines,73594018
2006,31,Yucatán,17,Transportation,6801326
2006,31,Yucatán,18,Instruments,3719107
2006,31,Yucatán,20,Miscellaneous,17690816
2006,31,Yucatán,21,Arts and Antiques,5711
2006,32,Zacatecas,2,Vegetable Products,278387
2006,32,Zacatecas,5,Mineral Products,2736
2006,32,Zacatecas,6,Chemical Products,150583
2006,32,Zacatecas,7,Plastics and Rubbers,4943460
2006,32,Zacatecas,10,Paper Goods,640377
2006,32,Zacatecas,11,Textiles,272633
2006,32,Zacatecas,15,Metals,1816541
2006,32,Zacatecas,16,Machines,19840454
2006,32,Zacatecas,17,Transportation,269195
2006,32,Zacatecas,18,Instruments,843559
2006,32,Zacatecas,20,Miscellaneous,35583
2006,33,No Informado,1,Animal Products,143358141
2006,33,No Informado,2,Vegetable Products,440171840
2006,33,No Informado,3,Animal and Vegetable Bi-Products,4524177
2006,33,No Informado,4,Foodstuffs,151366125
2006,33,No Informado,5,Mineral Products,75141928
2006,33,No Informado,6,Chemical Products,397186411
2006,33,No Informado,7,Plastics and Rubbers,1657691456
2006,33,No Informado,8,Animal Hides,85959297
2006,33,No Informado,9,Wood Products,132883106
2006,33,No Informado,10,Paper Goods,551260646
2006,33,No Informado,11,Textiles,614809781
2006,33,No Informado,12,Footwear and Headwear,15754621
2006,33,No Informado,13,Stone and Glass,199940336
2006,33,No Informado,14,Precious Metals,5016571
2006,33,No Informado,15,Metals,1485342879
2006,33,No Informado,16,Machines,9127991729
2006,33,No Informado,17,Transportation,1766745622
2006,33,No Informado,18,Instruments,1050357091
2006,33,No Informado,20,Miscellaneous,410627850
2006,33,No Informado,21,Arts and Antiques,929892
2007,1,Aguascalientes,1,Animal Products,1186288
2007,1,Aguascalientes,2,Vegetable Products,17635082
2007,1,Aguascalientes,4,Foodstuffs,2485153
2007,1,Aguascalientes,5,Mineral Products,9763056
2007,1,Aguascalientes,6,Chemical Products,10451120
2007,1,Aguascalientes,7,Plastics and Rubbers,195144929
2007,1,Aguascalientes,8,Animal Hides,995310
2007,1,Aguascalientes,9,Wood Products,41461
2007,1,Aguascalientes,10,Paper Goods,5949961
2007,1,Aguascalientes,11,Textiles,250355867
2007,1,Aguascalientes,12,Footwear and Headwear,190222
2007,1,Aguascalientes,13,Stone and Glass,20237075
2007,1,Aguascalientes,14,Precious Metals,13662
